time,header,orientation,orientation_covariance,angular_velocity,angular_velocity_covariance,linear_acceleration,linear_acceleration_covariance
2024/05/28 23:19:25.463662102,"{'stamp': {'secs': 1716956365, 'nsecs': 463364952}, 'frame_id': 'RU_myo'}","{'x': 0.13062036760648207, 'y': -0.43196277642573533, 'z': 0.5734478288144388, 'w': 0.683742690620473}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 0.0625, 'y': -3.375, 'z': -0.625}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.7119140625, 'y': 0.64306640625, 'z': -0.0625}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:25.479457456,"{'stamp': {'secs': 1716956365, 'nsecs': 479205122}, 'frame_id': 'RU_myo'}","{'x': 0.13105016056629062, 'y': -0.43166592246148455, 'z': 0.5737030550361275, 'w': 0.6836338138530299}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 1.0, 'y': -3.625, 'z': -0.875}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.71142578125, 'y': 0.65625, 'z': -0.05908203125}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:25.502613830,"{'stamp': {'secs': 1716956365, 'nsecs': 502386275}, 'frame_id': 'RU_myo'}","{'x': 0.13135332745407688, 'y': -0.4312930352186372, 'z': 0.5739993919043397, 'w': 0.6835622277686836}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 1.0625, 'y': -3.75, 'z': -0.6875}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.7060546875, 'y': 0.669921875, 'z': -0.0625}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:25.523469654,"{'stamp': {'secs': 1716956365, 'nsecs': 523318230}, 'frame_id': 'RU_myo'}","{'x': 0.1315344534608698, 'y': -0.43085926077971226, 'z': 0.5742959037648835, 'w': 0.6835518999110353}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 0.1875, 'y': -3.9375, 'z': -0.3125}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.701171875, 'y': 0.6689453125, 'z': -0.064453125}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:25.539038878,"{'stamp': {'secs': 1716956365, 'nsecs': 538945635}, 'frame_id': 'RU_myo'}","{'x': 0.1318386797939409, 'y': -0.43055094780854586, 'z': 0.5745358763427618, 'w': 0.6834858964502547}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 0.375, 'y': -3.75, 'z': -0.375}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.70654296875, 'y': 0.65625, 'z': -0.06591796875}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:25.562311420,"{'stamp': {'secs': 1716956365, 'nsecs': 562097752}, 'frame_id': 'RU_myo'}","{'x': 0.13220488061813152, 'y': -0.43030674439419536, 'z': 0.5747799449588847, 'w': 0.6833637319485689}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 1.0, 'y': -3.5, 'z': -0.8125}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.71240234375, 'y': 0.65771484375, 'z': -0.06103515625}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:25.583252504,"{'stamp': {'secs': 1716956365, 'nsecs': 583145452}, 'frame_id': 'RU_myo'}","{'x': 0.13257016963986532, 'y': -0.4300595834633937, 'z': 0.5749590230237253, 'w': 0.6832979047505949}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 0.9375, 'y': -2.9375, 'z': -1.0625}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.71337890625, 'y': 0.65869140625, 'z': -0.0517578125}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:25.599082542,"{'stamp': {'secs': 1716956365, 'nsecs': 598949098}, 'frame_id': 'RU_myo'}","{'x': 0.13293572344695995, 'y': -0.4298743343603944, 'z': 0.5750171949466528, 'w': 0.6832945013722299}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.125, 'y': -3.375, 'z': -1.3125}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.7080078125, 'y': 0.658203125, 'z': -0.05810546875}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:25.622191059,"{'stamp': {'secs': 1716956365, 'nsecs': 622113320}, 'frame_id': 'RU_myo'}","{'x': 0.13306055637945086, 'y': -0.42970014537217155, 'z': 0.5750291291976176, 'w': 0.6833697198276751}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.75, 'y': -2.625, 'z': -1.25}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.70458984375, 'y': 0.65966796875, 'z': -0.05712890625}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:25.643383713,"{'stamp': {'secs': 1716956365, 'nsecs': 643265262}, 'frame_id': 'RU_myo'}","{'x': 0.13330793735490234, 'y': -0.42952745199928927, 'z': 0.5752261912237178, 'w': 0.6832642173767294}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 0.4375, 'y': -2.625, 'z': -1.1875}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.70263671875, 'y': 0.65966796875, 'z': -0.056640625}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:25.659255615,"{'stamp': {'secs': 1716956365, 'nsecs': 659010303}, 'frame_id': 'RU_myo'}","{'x': 0.13355093250097166, 'y': -0.42940164997455926, 'z': 0.5753432768529063, 'w': 0.6831972520490749}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.375, 'y': -2.8125, 'z': -1.375}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.7021484375, 'y': 0.6591796875, 'z': -0.06396484375}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:25.682658319,"{'stamp': {'secs': 1716956365, 'nsecs': 682302664}, 'frame_id': 'RU_myo'}","{'x': 0.1337930312112409, 'y': -0.42927298745832904, 'z': 0.5753954859618468, 'w': 0.6831867693190782}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.4375, 'y': -3.0625, 'z': -1.4375}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.70654296875, 'y': 0.6572265625, 'z': -0.06201171875}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:25.705029306,"{'stamp': {'secs': 1716956365, 'nsecs': 704789253}, 'frame_id': 'RU_myo'}","{'x': 0.13403543785439032, 'y': -0.42926741094258974, 'z': 0.5755711197481332, 'w': 0.6829947857880818}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 0.4375, 'y': -1.8125, 'z': -1.4375}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.71142578125, 'y': 0.6630859375, 'z': -0.0625}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:25.719476138,"{'stamp': {'secs': 1716956365, 'nsecs': 719180472}, 'frame_id': 'RU_myo'}","{'x': 0.13428309217110426, 'y': -0.42921759279418414, 'z': 0.5758913521065312, 'w': 0.6827074481517278}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 1.4375, 'y': -1.75, 'z': -1.125}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.7109375, 'y': 0.65478515625, 'z': -0.06103515625}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:25.741913171,"{'stamp': {'secs': 1716956365, 'nsecs': 741603158}, 'frame_id': 'RU_myo'}","{'x': 0.13458978681652828, 'y': -0.4291613565111158, 'z': 0.5761419490980546, 'w': 0.6824709326057155}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 0.6875, 'y': -2.1875, 'z': -1.5}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.70751953125, 'y': 0.65869140625, 'z': -0.06494140625}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:25.763631466,"{'stamp': {'secs': 1716956365, 'nsecs': 763303463}, 'frame_id': 'RU_myo'}","{'x': 0.13488996941485387, 'y': -0.42908438234679763, 'z': 0.5763036611832807, 'w': 0.6823235149722405}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 0.375, 'y': -2.625, 'z': -1.5}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.70947265625, 'y': 0.66064453125, 'z': -0.06201171875}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:25.779660417,"{'stamp': {'secs': 1716956365, 'nsecs': 779287855}, 'frame_id': 'RU_myo'}","{'x': 0.135192777166351, 'y': -0.42895478010163196, 'z': 0.5764156151507985, 'w': 0.6822505025577749}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 0.0625, 'y': -2.8125, 'z': -1.4375}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.70947265625, 'y': 0.65625, 'z': -0.06396484375}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:25.802159841,"{'stamp': {'secs': 1716956365, 'nsecs': 801795185}, 'frame_id': 'RU_myo'}","{'x': 0.13543860912757075, 'y': -0.4288991015499953, 'z': 0.5766059217792523, 'w': 0.682075915728077}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 0.25, 'y': -2.5625, 'z': -1.5}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.7041015625, 'y': 0.65478515625, 'z': -0.06689453125}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:25.823760997,"{'stamp': {'secs': 1716956365, 'nsecs': 823383917}, 'frame_id': 'RU_myo'}","{'x': 0.13568798100598445, 'y': -0.42879355221189414, 'z': 0.5768112552885978, 'w': 0.6819190840300756}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 0.625, 'y': -2.375, 'z': -1.4375}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.7041015625, 'y': 0.6572265625, 'z': -0.06396484375}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:25.839554329,"{'stamp': {'secs': 1716956365, 'nsecs': 839203627}, 'frame_id': 'RU_myo'}","{'x': 0.13587301477382238, 'y': -0.4287385695288986, 'z': 0.5769414805220885, 'w': 0.6818066374769074}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 0.0, 'y': -2.1875, 'z': -1.125}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.71142578125, 'y': 0.6591796875, 'z': -0.06201171875}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:25.862179221,"{'stamp': {'secs': 1716956365, 'nsecs': 861788282}, 'frame_id': 'RU_myo'}","{'x': 0.13605151353333517, 'y': -0.4286629787100103, 'z': 0.5769829328984376, 'w': 0.6817834931212893}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.625, 'y': -2.3125, 'z': -1.1875}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.70703125, 'y': 0.65234375, 'z': -0.0634765625}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:25.883952633,"{'stamp': {'secs': 1716956365, 'nsecs': 883446480}, 'frame_id': 'RU_myo'}","{'x': 0.13629643774202843, 'y': -0.42860438236655785, 'z': 0.5771082932605817, 'w': 0.6816653008074222}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 0.0, 'y': -2.375, 'z': -1.25}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.7080078125, 'y': 0.65283203125, 'z': -0.0625}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:25.899733330,"{'stamp': {'secs': 1716956365, 'nsecs': 899250714}, 'frame_id': 'RU_myo'}","{'x': 0.13653740952861815, 'y': -0.4285333716139597, 'z': 0.5773390061382203, 'w': 0.6814663287380517}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 0.625, 'y': -2.0, 'z': -1.25}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.71435546875, 'y': 0.66162109375, 'z': -0.0634765625}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:25.922142658,"{'stamp': {'secs': 1716956365, 'nsecs': 921678245}, 'frame_id': 'RU_myo'}","{'x': 0.13672203062908603, 'y': -0.4284160415114084, 'z': 0.5775895427870719, 'w': 0.6812907615544009}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 0.4375, 'y': -2.4375, 'z': -1.0}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.705078125, 'y': 0.65625, 'z': -0.06787109375}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:25.945197152,"{'stamp': {'secs': 1716956365, 'nsecs': 944837764}, 'frame_id': 'RU_myo'}","{'x': 0.1369070215425837, 'y': -0.4283608904083158, 'z': 0.577719553678357, 'w': 0.6811780474432608}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.3125, 'y': -2.5, 'z': -1.125}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.70703125, 'y': 0.6533203125, 'z': -0.0703125}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:25.959688216,"{'stamp': {'secs': 1716956365, 'nsecs': 959285255}, 'frame_id': 'RU_myo'}","{'x': 0.13715103418608046, 'y': -0.4282994245143421, 'z': 0.5777800131755397, 'w': 0.6811163286526355}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.1875, 'y': -2.3125, 'z': -1.1875}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.71240234375, 'y': 0.654296875, 'z': -0.060546875}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:25.982296611,"{'stamp': {'secs': 1716956365, 'nsecs': 981872094}, 'frame_id': 'RU_myo'}","{'x': 0.13739378152078277, 'y': -0.4281729797282502, 'z': 0.5778961898883924, 'w': 0.6810483403860037}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 0.0, 'y': -2.5625, 'z': -1.4375}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.7119140625, 'y': 0.6611328125, 'z': -0.064453125}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:26.5300713,"{'stamp': {'secs': 1716956366, 'nsecs': 4963168}, 'frame_id': 'RU_myo'}","{'x': 0.13757562511939095, 'y': -0.4281080011479184, 'z': 0.5781960500248404, 'w': 0.6807979248365956}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 0.5625, 'y': -2.375, 'z': -1.1875}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.7109375, 'y': 0.6630859375, 'z': -0.072265625}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:26.19734821,"{'stamp': {'secs': 1716956366, 'nsecs': 19338792}, 'frame_id': 'RU_myo'}","{'x': 0.13776058391565196, 'y': -0.42805271377956017, 'z': 0.5783258894996909, 'w': 0.6806849941636468}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.5, 'y': -2.25, 'z': -1.25}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.7099609375, 'y': 0.65478515625, 'z': -0.072265625}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:26.42122563,"{'stamp': {'secs': 1716956366, 'nsecs': 41736210}, 'frame_id': 'RU_myo'}","{'x': 0.13793980820674506, 'y': -0.42797961732110457, 'z': 0.578431664767842, 'w': 0.6806047793422186}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.125, 'y': -2.25, 'z': -1.25}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.7060546875, 'y': 0.65625, 'z': -0.06298828125}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:26.65160146,"{'stamp': {'secs': 1716956366, 'nsecs': 64817455}, 'frame_id': 'RU_myo'}","{'x': 0.13824638020170307, 'y': -0.4278618654366175, 'z': 0.5784375033869934, 'w': 0.680611649284411}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.25, 'y': -2.75, 'z': -1.375}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.7080078125, 'y': 0.6494140625, 'z': -0.05859375}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:26.79750399,"{'stamp': {'secs': 1716956366, 'nsecs': 79311156}, 'frame_id': 'RU_myo'}","{'x': 0.1384956644210315, 'y': -0.4277556704550854, 'z': 0.5786420884580779, 'w': 0.6804537976931067}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 0.1875, 'y': -3.0625, 'z': -1.1875}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.7060546875, 'y': 0.65576171875, 'z': -0.07421875}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:26.102333086,"{'stamp': {'secs': 1716956366, 'nsecs': 101902631}, 'frame_id': 'RU_myo'}","{'x': 0.13879690731528238, 'y': -0.4275603939065757, 'z': 0.5788087388174243, 'w': 0.6803734062636116}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 0.125, 'y': -2.875, 'z': -1.25}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.7119140625, 'y': 0.65771484375, 'z': -0.0654296875}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:26.125179967,"{'stamp': {'secs': 1716956366, 'nsecs': 124886029}, 'frame_id': 'RU_myo'}","{'x': 0.13904722101350783, 'y': -0.42739624299235374, 'z': 0.5788344147809897, 'w': 0.6804035876372132}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.3125, 'y': -3.0, 'z': -1.0625}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.712890625, 'y': 0.65380859375, 'z': -0.0615234375}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:26.139551809,"{'stamp': {'secs': 1716956366, 'nsecs': 139193430}, 'frame_id': 'RU_myo'}","{'x': 0.13941060861751697, 'y': -0.42708232421049314, 'z': 0.579066744288259, 'w': 0.6803286530870597}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 0.8125, 'y': -3.5625, 'z': -1.0625}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.70654296875, 'y': 0.65966796875, 'z': -0.0634765625}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:26.162044747,"{'stamp': {'secs': 1716956366, 'nsecs': 161681317}, 'frame_id': 'RU_myo'}","{'x': 0.13971662144001912, 'y': -0.4265965344011768, 'z': 0.5791311945054178, 'w': 0.680515776511478}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.25, 'y': -4.6875, 'z': -1.3125}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.70556640625, 'y': 0.67041015625, 'z': -0.05615234375}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:26.185119466,"{'stamp': {'secs': 1716956366, 'nsecs': 184868704}, 'frame_id': 'RU_myo'}","{'x': 0.13915963421207367, 'y': -0.4259017226016886, 'z': 0.5786721455985396, 'w': 0.681454963148159}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -9.25, 'y': -7.625, 'z': -1.5625}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.7138671875, 'y': 0.755859375, 'z': -0.1103515625}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:26.199652474,"{'stamp': {'secs': 1716956366, 'nsecs': 199260466}, 'frame_id': 'RU_myo'}","{'x': 0.13782236315711488, 'y': -0.42579663657397404, 'z': 0.5768030699002372, 'w': 0.6833743037675192}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -18.5, 'y': -4.0625, 'z': 0.0625}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.6923828125, 'y': 0.673828125, 'z': -0.0615234375}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:26.222172292,"{'stamp': {'secs': 1716956366, 'nsecs': 221795587}, 'frame_id': 'RU_myo'}","{'x': 0.13653872721753166, 'y': -0.425973972843609, 'z': 0.5738654954399788, 'w': 0.6859896089395789}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -24.75, 'y': -5.4375, 'z': -0.6875}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.69873046875, 'y': 0.63037109375, 'z': -0.048828125}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:26.245157870,"{'stamp': {'secs': 1716956366, 'nsecs': 244894967}, 'frame_id': 'RU_myo'}","{'x': 0.1362364934051543, 'y': -0.4259831933129803, 'z': 0.5718636678821195, 'w': 0.6877135175608753}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -14.75, 'y': -5.0625, 'z': 0.375}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.71337890625, 'y': 0.5908203125, 'z': -0.02587890625}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:26.266327106,"{'stamp': {'secs': 1716956366, 'nsecs': 265926884}, 'frame_id': 'RU_myo'}","{'x': 0.1371516373841902, 'y': -0.42543253785839147, 'z': 0.5719839759355791, 'w': 0.6877724299265933}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 1.5625, 'y': -6.75, 'z': -1.375}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.70654296875, 'y': 0.6328125, 'z': -0.04052734375}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:26.282178516,"{'stamp': {'secs': 1716956366, 'nsecs': 281800418}, 'frame_id': 'RU_myo'}","{'x': 0.13739345290856184, 'y': -0.4248759776528205, 'z': 0.5719132180156483, 'w': 0.6881269605024993}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -2.1875, 'y': -6.0625, 'z': -2.1875}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.70654296875, 'y': 0.69677734375, 'z': -0.05517578125}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
