time,header,orientation,orientation_covariance,angular_velocity,angular_velocity_covariance,linear_acceleration,linear_acceleration_covariance
2024/05/28 23:19:30.752070289,"{'stamp': {'secs': 1716956370, 'nsecs': 751671698}, 'frame_id': 'RU_myo'}","{'x': 0.15502762668773049, 'y': -0.448725634412675, 'z': 0.5740904947341704, 'w': 0.6671070707468088}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 0.6875, 'y': -3.8125, 'z': -0.5625}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.7451171875, 'y': 0.61474609375, 'z': -0.0908203125}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:30.774433220,"{'stamp': {'secs': 1716956370, 'nsecs': 774110960}, 'frame_id': 'RU_myo'}","{'x': 0.15533670056829582, 'y': -0.4484317245875322, 'z': 0.5742880218652635, 'w': 0.6670627899846385}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 0.4375, 'y': -3.8125, 'z': -0.625}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.74169921875, 'y': 0.6171875, 'z': -0.095703125}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:30.797701303,"{'stamp': {'secs': 1716956370, 'nsecs': 797384911}, 'frame_id': 'RU_myo'}","{'x': 0.15557986112231129, 'y': -0.44812371140055296, 'z': 0.5744674981887775, 'w': 0.6670585728543508}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 0.125, 'y': -3.75, 'z': -0.6875}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.740234375, 'y': 0.6142578125, 'z': -0.09228515625}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:30.812036906,"{'stamp': {'secs': 1716956370, 'nsecs': 811695774}, 'frame_id': 'RU_myo'}","{'x': 0.15594756196937212, 'y': -0.4478228031973711, 'z': 0.5745950482894987, 'w': 0.667064933371142}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 0.1875, 'y': -3.8125, 'z': -0.9375}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.7412109375, 'y': 0.61279296875, 'z': -0.0908203125}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:30.834619999,"{'stamp': {'secs': 1716956370, 'nsecs': 834271415}, 'frame_id': 'RU_myo'}","{'x': 0.15631393540195254, 'y': -0.44764014144393593, 'z': 0.5747787308395889, 'w': 0.666943526800912}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 0.75, 'y': -3.375, 'z': -1.375}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.74462890625, 'y': 0.62060546875, 'z': -0.09130859375}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:30.857664118,"{'stamp': {'secs': 1716956370, 'nsecs': 857336307}, 'frame_id': 'RU_myo'}","{'x': 0.15656119634964902, 'y': -0.44746593779309046, 'z': 0.5749732825004654, 'w': 0.6668347251929496}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 0.5, 'y': -3.125, 'z': -1.5625}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.74267578125, 'y': 0.623046875, 'z': -0.09521484375}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:30.872143605,"{'stamp': {'secs': 1716956370, 'nsecs': 871774114}, 'frame_id': 'RU_myo'}","{'x': 0.15686622636654943, 'y': -0.44728237619224676, 'z': 0.5750337426456272, 'w': 0.6668340556632499}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.1875, 'y': -3.25, 'z': -1.875}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.73828125, 'y': 0.62255859375, 'z': -0.08642578125}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:30.894588782,"{'stamp': {'secs': 1716956370, 'nsecs': 894273462}, 'frame_id': 'RU_myo'}","{'x': 0.15716606540926303, 'y': -0.4471450855100043, 'z': 0.5750141756196766, 'w': 0.6668724002569352}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.375, 'y': -3.375, 'z': -2.25}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.73828125, 'y': 0.619140625, 'z': -0.0888671875}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:30.925197133,"{'stamp': {'secs': 1716956370, 'nsecs': 924913856}, 'frame_id': 'RU_myo'}","{'x': 0.15747991569135592, 'y': -0.4471086753640241, 'z': 0.5749848084544856, 'w': 0.6668480926077766}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.5, 'y': -3.0, 'z': -2.75}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.744140625, 'y': 0.6298828125, 'z': -0.09130859375}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:30.931959144,"{'stamp': {'secs': 1716956370, 'nsecs': 931699582}, 'frame_id': 'RU_myo'}","{'x': 0.1579680324646023, 'y': -0.4471081289811483, 'z': 0.5749230671499571, 'w': 0.6667862390430122}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 0.0625, 'y': -2.5, 'z': -3.75}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.74755859375, 'y': 0.630859375, 'z': -0.080078125}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:30.954665422,"{'stamp': {'secs': 1716956370, 'nsecs': 954280819}, 'frame_id': 'RU_myo'}","{'x': 0.15844958186411756, 'y': -0.4472721632897741, 'z': 0.5748375046210552, 'w': 0.6666357215407904}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 0.5625, 'y': -2.0, 'z': -4.625}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.73876953125, 'y': 0.626953125, 'z': -0.08251953125}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:30.977931593,"{'stamp': {'secs': 1716956370, 'nsecs': 977458062}, 'frame_id': 'RU_myo'}","{'x': 0.15900125081188543, 'y': -0.4475839432643208, 'z': 0.5747849439138292, 'w': 0.6663403666462008}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 0.75, 'y': -1.4375, 'z': -5.375}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.73876953125, 'y': 0.62353515625, 'z': -0.0810546875}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:30.992222777,"{'stamp': {'secs': 1716956370, 'nsecs': 991773896}, 'frame_id': 'RU_myo'}","{'x': 0.15967161327279972, 'y': -0.44800827271496557, 'z': 0.574414966555932, 'w': 0.6662139368779086}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -1.0625, 'y': -2.625, 'z': -6.9375}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.7421875, 'y': 0.62548828125, 'z': -0.09228515625}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:31.14711162,"{'stamp': {'secs': 1716956371, 'nsecs': 14315346}, 'frame_id': 'RU_myo'}","{'x': 0.16076965575161203, 'y': -0.44849484831543096, 'z': 0.5738024046017102, 'w': 0.6661503503694357}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -1.8125, 'y': -4.6875, 'z': -8.375}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.74609375, 'y': 0.609375, 'z': -0.10400390625}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:31.37940482,"{'stamp': {'secs': 1716956371, 'nsecs': 37541842}, 'frame_id': 'RU_myo'}","{'x': 0.1622316260162115, 'y': -0.44903614469573666, 'z': 0.5735480021348154, 'w': 0.6656501555051928}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 1.6875, 'y': -4.75, 'z': -9.6875}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.75, 'y': 0.611328125, 'z': -0.11474609375}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:31.52202864,"{'stamp': {'secs': 1716956371, 'nsecs': 51815563}, 'frame_id': 'RU_myo'}","{'x': 0.16431215644513694, 'y': -0.44953901642586686, 'z': 0.5738107662484146, 'w': 0.6645730904066312}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 6.375, 'y': -5.6875, 'z': -12.625}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.759765625, 'y': 0.6396484375, 'z': -0.1298828125}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:31.74639850,"{'stamp': {'secs': 1716956371, 'nsecs': 74248252}, 'frame_id': 'RU_myo'}","{'x': 0.166998215920927, 'y': -0.45008948983951597, 'z': 0.5738732551493259, 'w': 0.6634760990718116}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 8.3125, 'y': -7.0, 'z': -16.4375}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.771484375, 'y': 0.66015625, 'z': -0.12109375}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:31.97843915,"{'stamp': {'secs': 1716956371, 'nsecs': 97420663}, 'frame_id': 'RU_myo'}","{'x': 0.1701078638335323, 'y': -0.45087434163555906, 'z': 0.5735570851968794, 'w': 0.6624257790403036}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 7.875, 'y': -7.375, 'z': -19.5}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.76708984375, 'y': 0.64306640625, 'z': -0.10400390625}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:31.118852517,"{'stamp': {'secs': 1716956371, 'nsecs': 118435665}, 'frame_id': 'RU_myo'}","{'x': 0.17358667159452001, 'y': -0.4517892205142887, 'z': 0.5726407007383216, 'w': 0.6616923722771418}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 6.3125, 'y': -8.3125, 'z': -23.5625}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.759765625, 'y': 0.64599609375, 'z': -0.08349609375}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:31.134614564,"{'stamp': {'secs': 1716956371, 'nsecs': 134257319}, 'frame_id': 'RU_myo'}","{'x': 0.1774370590674901, 'y': -0.4530840349012656, 'z': 0.5707650290127623, 'w': 0.661406251137022}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 1.4375, 'y': -10.625, 'z': -28.9375}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.76513671875, 'y': 0.66064453125, 'z': -0.09228515625}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:31.157559031,"{'stamp': {'secs': 1716956371, 'nsecs': 157325745}, 'frame_id': 'RU_myo'}","{'x': 0.18133986361236082, 'y': -0.4549060934038792, 'z': 0.5678849178893992, 'w': 0.6615761634784176}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -3.6875, 'y': -10.125, 'z': -31.875}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.7626953125, 'y': 0.61767578125, 'z': -0.07275390625}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:31.178881606,"{'stamp': {'secs': 1716956371, 'nsecs': 178461432}, 'frame_id': 'RU_myo'}","{'x': 0.18524771493133518, 'y': -0.45735127775304596, 'z': 0.5647156041333486, 'w': 0.6615205055768734}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -3.4375, 'y': -6.125, 'z': -31.75}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.76416015625, 'y': 0.55322265625, 'z': -0.0400390625}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:31.194706895,"{'stamp': {'secs': 1716956371, 'nsecs': 194272995}, 'frame_id': 'RU_myo'}","{'x': 0.18903249639817135, 'y': -0.45997703999245054, 'z': 0.5616041328251775, 'w': 0.6612780322821403}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -2.875, 'y': -3.25, 'z': -30.75}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.7841796875, 'y': 0.53271484375, 'z': -0.0205078125}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:31.208157137,"{'stamp': {'secs': 1716956371, 'nsecs': 207838202}, 'frame_id': 'RU_myo'}","{'x': 0.19190003378591264, 'y': -0.4627818244798949, 'z': 0.5578162877765444, 'w': 0.6617011025041599}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -10.3125, 'y': -2.625, 'z': -28.3125}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.7900390625, 'y': 0.513671875, 'z': -0.02734375}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:31.230693500,"{'stamp': {'secs': 1716956371, 'nsecs': 230372794}, 'frame_id': 'RU_myo'}","{'x': 0.193787398597028, 'y': -0.4657001106441965, 'z': 0.5536521236767373, 'w': 0.6626003146990035}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -16.8125, 'y': -1.3125, 'z': -24.0}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.79296875, 'y': 0.486328125, 'z': -0.03759765625}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:31.253779025,"{'stamp': {'secs': 1716956371, 'nsecs': 253462038}, 'frame_id': 'RU_myo'}","{'x': 0.19489264613803242, 'y': -0.4684015554222552, 'z': 0.5500696921377852, 'w': 0.6633552390316744}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -16.75, 'y': -0.125, 'z': -19.0}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.783203125, 'y': 0.4658203125, 'z': -0.05419921875}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:31.268258413,"{'stamp': {'secs': 1716956371, 'nsecs': 267834488}, 'frame_id': 'RU_myo'}","{'x': 0.19543840725167339, 'y': -0.4707123662476281, 'z': 0.5476181729737706, 'w': 0.66358724660843}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -13.125, 'y': 1.0625, 'z': -13.25}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.77978515625, 'y': 0.4638671875, 'z': -0.083984375}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:31.290777604,"{'stamp': {'secs': 1716956371, 'nsecs': 290380826}, 'frame_id': 'RU_myo'}","{'x': 0.19513408910895302, 'y': -0.4724845116648124, 'z': 0.545972607782166, 'w': 0.6637732934187877}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -11.4375, 'y': 2.5625, 'z': -5.25}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.78173828125, 'y': 0.4423828125, 'z': -0.08837890625}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:31.313810747,"{'stamp': {'secs': 1716956371, 'nsecs': 313413035}, 'frame_id': 'RU_myo'}","{'x': 0.19427984488732095, 'y': -0.4735838254730516, 'z': 0.5455461054360272, 'w': 0.6635911007272867}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -7.125, 'y': 3.5, 'z': 4.5}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.7900390625, 'y': 0.41162109375, 'z': -0.0966796875}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:31.328242938,"{'stamp': {'secs': 1716956371, 'nsecs': 327840421}, 'frame_id': 'RU_myo'}","{'x': 0.19299776194762278, 'y': -0.47358305975699083, 'z': 0.5465218091331481, 'w': 0.6631627715246431}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -2.0625, 'y': 1.5, 'z': 11.5}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.7978515625, 'y': 0.4345703125, 'z': -0.12451171875}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:31.350650863,"{'stamp': {'secs': 1716956371, 'nsecs': 350245635}, 'frame_id': 'RU_myo'}","{'x': 0.19147341744352067, 'y': -0.47261035105679966, 'z': 0.5481132574570658, 'w': 0.6629851005009632}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.125, 'y': -2.5625, 'z': 16.25}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.8173828125, 'y': 0.478515625, 'z': -0.14599609375}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:31.373619087,"{'stamp': {'secs': 1716956371, 'nsecs': 373312113}, 'frame_id': 'RU_myo'}","{'x': 0.19000533395524122, 'y': -0.4705271826087229, 'z': 0.5500572019288897, 'w': 0.6632791404084826}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 0.1875, 'y': -8.75, 'z': 21.625}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.82763671875, 'y': 0.47607421875, 'z': -0.15625}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:31.388155343,"{'stamp': {'secs': 1716956371, 'nsecs': 387778053}, 'frame_id': 'RU_myo'}","{'x': 0.18922076929857723, 'y': -0.466948027462618, 'z': 0.5532571138459045, 'w': 0.6633713937861088}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 8.875, 'y': -14.25, 'z': 27.3125}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.8349609375, 'y': 0.48828125, 'z': -0.1611328125}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:31.410583663,"{'stamp': {'secs': 1716956371, 'nsecs': 410262986}, 'frame_id': 'RU_myo'}","{'x': 0.1893384182335949, 'y': -0.4618099524034104, 'z': 0.557821987181439, 'w': 0.6631117265279739}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 19.125, 'y': -21.625, 'z': 28.875}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.8349609375, 'y': 0.55029296875, 'z': -0.17578125}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:31.433450164,"{'stamp': {'secs': 1716956371, 'nsecs': 433307012}, 'frame_id': 'RU_myo'}","{'x': 0.19062494302574995, 'y': -0.4552292107223961, 'z': 0.5625358549232505, 'w': 0.6633113211209813}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 21.9375, 'y': -33.125, 'z': 27.75}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.82275390625, 'y': 0.59326171875, 'z': -0.193359375}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:31.447722757,"{'stamp': {'secs': 1716956371, 'nsecs': 447602748}, 'frame_id': 'RU_myo'}","{'x': 0.1927533343716837, 'y': -0.447397701375694, 'z': 0.5674565388389942, 'w': 0.663833206024836}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 24.5625, 'y': -42.0, 'z': 27.75}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.79248046875, 'y': 0.61279296875, 'z': -0.205078125}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:31.470281660,"{'stamp': {'secs': 1716956371, 'nsecs': 470082665}, 'frame_id': 'RU_myo'}","{'x': 0.1959882502884322, 'y': -0.4386083981851989, 'z': 0.5728276950971462, 'w': 0.6641383218276022}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 32.0625, 'y': -46.5625, 'z': 27.875}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.77001953125, 'y': 0.603515625, 'z': -0.17822265625}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:31.493665112,"{'stamp': {'secs': 1716956371, 'nsecs': 493340818}, 'frame_id': 'RU_myo'}","{'x': 0.2001387679924196, 'y': -0.4295140318275867, 'z': 0.5787483373297111, 'w': 0.6637111811984052}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 40.5, 'y': -46.3125, 'z': 26.3125}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.7412109375, 'y': 0.5869140625, 'z': -0.134765625}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:31.507989792,"{'stamp': {'secs': 1716956371, 'nsecs': 507681466}, 'frame_id': 'RU_myo'}","{'x': 0.2045386446661527, 'y': -0.42055245053709106, 'z': 0.584928030986494, 'w': 0.6626905595763712}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 46.3125, 'y': -41.25, 'z': 23.4375}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.72607421875, 'y': 0.6103515625, 'z': -0.07568359375}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:31.530579651,"{'stamp': {'secs': 1716956371, 'nsecs': 530269991}, 'frame_id': 'RU_myo'}","{'x': 0.2087439794839304, 'y': -0.41211676885248477, 'z': 0.5903426226808698, 'w': 0.6618771092174681}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 44.3125, 'y': -36.4375, 'z': 20.8125}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.7451171875, 'y': 0.638671875, 'z': -0.00830078125}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:31.553722548,"{'stamp': {'secs': 1716956371, 'nsecs': 553386033}, 'frame_id': 'RU_myo'}","{'x': 0.21234478685138672, 'y': -0.40442556989861694, 'z': 0.593820762080236, 'w': 0.6623643653093557}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 33.375, 'y': -33.8125, 'z': 17.0}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.75146484375, 'y': 0.65869140625, 'z': 0.0517578125}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:31.568066427,"{'stamp': {'secs': 1716956371, 'nsecs': 567744443}, 'frame_id': 'RU_myo'}","{'x': 0.21521332463085552, 'y': -0.3978944025151864, 'z': 0.5958345079541723, 'w': 0.6635845902968409}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 22.5, 'y': -29.375, 'z': 13.625}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.75, 'y': 0.6640625, 'z': 0.0732421875}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
