time,data
2024/05/28 23:19:26.587940376,"[-3, 6, -6, -5, -6, -2, 25, 3]"
2024/05/28 23:19:26.604312119,"[-1, -5, 2, -17, 0, -3, 6, 5]"
2024/05/28 23:19:26.604325706,"[1, 22, 1, 0, 3, -1, -3, -6]"
2024/05/28 23:19:26.605823481,"[10, 8, -8, 13, -4, -2, 7, 1]"
2024/05/28 23:19:26.605836410,"[-8, -29, -15, -32, -6, 0, 27, 14]"
2024/05/28 23:19:26.617795464,"[-6, 8, 10, 7, 6, 1, 73, -41]"
2024/05/28 23:19:26.617809011,"[2, 0, 4, 9, -2, 5, 76, -23]"
2024/05/28 23:19:26.626819553,"[5, -2, 2, -12, -5, 0, -51, -23]"
2024/05/28 23:19:26.626832906,"[-3, -7, -10, -27, 3, 0, 31, -20]"
2024/05/28 23:19:26.640966943,"[-5, 11, 4, -6, 1, -3, -106, -2]"
2024/05/28 23:19:26.640980590,"[-2, 20, -3, 4, 4, -3, -84, -21]"
2024/05/28 23:19:26.647918636,"[2, 9, -8, -11, -4, -6, -2, -39]"
2024/05/28 23:19:26.647932090,"[1, 37, -3, -9, -4, -7, 102, -2]"
2024/05/28 23:19:26.671619002,"[6, 11, 6, 33, -2, 0, 53, 21]"
2024/05/28 23:19:26.671632459,"[-2, -19, 2, 85, 3, 3, 103, 19]"
2024/05/28 23:19:26.673210270,"[-1, -29, -1, 78, 3, -1, -38, 38]"
2024/05/28 23:19:26.673223656,"[-5, -28, -3, 17, 5, -2, 44, 14]"
2024/05/28 23:19:26.677866600,"[4, 5, 15, 1, 2, 0, 114, -3]"
2024/05/28 23:19:26.677879766,"[-8, 4, -10, -9, 2, 5, 71, 8]"
2024/05/28 23:19:26.686899584,"[-7, -2, 0, -53, -7, 1, 55, 20]"
2024/05/28 23:19:26.686912703,"[-7, -5, -9, -39, -5, 0, 69, 27]"
2024/05/28 23:19:26.701079773,"[-4, -4, -2, -38, -3, -1, -9, 7]"
2024/05/28 23:19:26.701093136,"[6, 10, 1, -39, -3, -3, -20, 16]"
2024/05/28 23:19:26.707982210,"[8, 15, 1, -30, -4, -3, -13, 10]"
2024/05/28 23:19:26.707995746,"[3, -7, 1, -30, -2, -5, -128, 13]"
2024/05/28 23:19:26.723517494,"[4, -5, 3, 20, 1, -1, -78, -22]"
2024/05/28 23:19:26.723531098,"[3, -2, -1, 60, 0, 3, -56, -5]"
2024/05/28 23:19:26.730393358,"[7, -1, 0, 25, 8, 4, 6, 9]"
2024/05/28 23:19:26.730407495,"[0, -6, -2, -70, 18, 0, -53, 2]"
2024/05/28 23:19:26.737945641,"[-2, -1, -7, -32, 3, -1, -113, 6]"
2024/05/28 23:19:26.737959770,"[1, 7, 2, 45, -1, -1, -94, -14]"
2024/05/28 23:19:26.747015857,"[6, 2, -7, 61, -10, -6, -72, -16]"
2024/05/28 23:19:26.747034223,"[5, -11, -5, 87, -8, -2, -25, -24]"
2024/05/28 23:19:26.760993913,"[1, 8, 3, 32, 1, -1, -12, 1]"
2024/05/28 23:19:26.761010408,"[-4, -10, 3, -110, 2, 0, -53, 12]"
2024/05/28 23:19:26.767959749,"[-3, -1, 1, -15, 1, -5, 12, 9]"
2024/05/28 23:19:26.767976149,"[-5, -5, 1, 44, 3, -2, 0, 5]"
2024/05/28 23:19:26.783727921,"[-4, -4, -5, 2, -2, -3, 8, 14]"
2024/05/28 23:19:26.783743672,"[0, 4, -1, 9, -2, -5, 9, 11]"
2024/05/28 23:19:26.790550467,"[3, 1, 1, -32, -1, 2, 7, 6]"
2024/05/28 23:19:26.790566803,"[3, -1, -6, 17, -9, 1, 9, -8]"
2024/05/28 23:19:26.798144580,"[2, -9, -4, 24, -9, 2, 9, 3]"
2024/05/28 23:19:26.798160975,"[-1, -2, -1, -5, -1, 1, -8, -4]"
2024/05/28 23:19:26.806833530,"[-1, 1, 3, -22, 3, 0, 4, -9]"
2024/05/28 23:19:26.806846417,"[-3, 0, 3, -13, -4, -4, -4, -7]"
2024/05/28 23:19:26.821104788,"[-1, -1, -2, 4, 0, 1, 8, 3]"
2024/05/28 23:19:26.821117634,"[-1, 6, -7, -9, -3, -1, -7, 0]"
2024/05/28 23:19:26.827941440,"[-1, -3, -1, -13, 6, -1, 3, 0]"
2024/05/28 23:19:26.827954972,"[1, 5, 0, 7, 0, -2, -26, -7]"
2024/05/28 23:19:26.843680976,"[0, 1, -1, -18, -1, 1, 3, 0]"
2024/05/28 23:19:26.843694154,"[-1, -3, 0, -9, 3, 3, 4, -9]"
2024/05/28 23:19:26.850321518,"[-1, -4, 1, 0, -1, 5, -6, -3]"
2024/05/28 23:19:26.850334506,"[-5, -7, -5, -5, -5, 3, -9, 3]"
2024/05/28 23:19:26.865934922,"[-3, -3, -1, -15, 2, -2, 13, 4]"
2024/05/28 23:19:26.865949168,"[-2, -7, -3, -4, 4, -1, -4, -6]"
2024/05/28 23:19:26.866747208,"[1, 2, -2, 3, 0, -1, 11, 0]"
2024/05/28 23:19:26.866760083,"[0, -5, 3, -2, 3, 0, 6, -2]"
2024/05/28 23:19:26.881906385,"[3, 1, 3, 6, 0, -2, 9, 0]"
2024/05/28 23:19:26.881919286,"[2, 6, 7, 7, -2, -1, 5, 3]"
2024/05/28 23:19:26.887989709,"[-3, 1, 2, 2, -2, 3, 7, 0]"
2024/05/28 23:19:26.888003451,"[-1, -3, 0, 4, -1, 4, 7, -3]"
2024/05/28 23:19:26.902994871,"[-4, 0, 0, 3, 0, 3, 3, 0]"
2024/05/28 23:19:26.903007812,"[2, 6, 2, -23, 1, 0, 2, -2]"
2024/05/28 23:19:26.910452943,"[2, 1, -6, -11, 2, -3, 1, -3]"
2024/05/28 23:19:26.910465939,"[3, 8, -2, 2, -2, -3, 6, -8]"
2024/05/28 23:19:26.927628761,"[-3, -7, -7, -18, 2, -4, 3, -5]"
2024/05/28 23:19:26.927649301,"[-3, -3, 0, 7, 0, -3, 2, -1]"
2024/05/28 23:19:26.928418142,"[2, 3, 4, -18, -3, 1, -4, -10]"
2024/05/28 23:19:26.928434717,"[-2, 2, -3, -3, -3, 3, -2, 0]"
2024/05/28 23:19:26.942069690,"[-2, 4, 3, 2, 0, 2, -5, 6]"
2024/05/28 23:19:26.942089040,"[-5, 0, -1, -3, 1, 4, -7, 7]"
2024/05/28 23:19:26.948063747,"[-3, -3, -5, 19, -1, 2, -10, 5]"
2024/05/28 23:19:26.948083272,"[-1, -2, -4, -16, -6, 0, 3, 5]"
2024/05/28 23:19:26.963037362,"[2, 3, 4, -7, -1, 2, 2, -4]"
2024/05/28 23:19:26.963057202,"[0, -3, -3, 3, 1, -3, 4, -10]"
2024/05/28 23:19:26.970400132,"[-2, -7, -1, 7, -2, -5, 3, -2]"
2024/05/28 23:19:26.970419426,"[-1, -2, 1, 6, 1, -4, 1, -2]"
2024/05/28 23:19:26.986201950,"[-3, -2, 3, 12, -1, -2, 4, 7]"
2024/05/28 23:19:26.986221448,"[-3, 4, 4, 15, 2, 2, -4, 7]"
2024/05/28 23:19:26.987115796,"[-4, -1, 1, 1, -1, 2, -6, 1]"
2024/05/28 23:19:26.987135502,"[0, -2, -1, 0, -2, -1, -6, 2]"
2024/05/28 23:19:27.2156647,"[2, -3, -2, 7, 2, -3, -1, 0]"
2024/05/28 23:19:27.2180680,"[4, 0, 0, 0, -2, -1, 2, -4]"
2024/05/28 23:19:27.7867072,"[0, 2, -1, 7, -1, 3, -2, -1]"
2024/05/28 23:19:27.7886566,"[2, 3, -1, 7, -2, 1, 3, 4]"
2024/05/28 23:19:27.22902767,"[0, 2, -6, 3, -1, 4, -2, 3]"
2024/05/28 23:19:27.22915775,"[-2, -2, -4, 13, -2, 1, 0, 1]"
2024/05/28 23:19:27.30386827,"[2, -1, -2, 13, -2, -3, 6, 1]"
2024/05/28 23:19:27.30400541,"[2, 1, 5, 2, -2, -5, 3, -3]"
2024/05/28 23:19:27.45932200,"[-3, 0, 0, 2, -3, -5, -1, -1]"
2024/05/28 23:19:27.45945198,"[-1, -4, -2, -16, -6, -3, -3, -3]"
2024/05/28 23:19:27.46804510,"[4, -4, 0, -18, 2, 1, -5, 3]"
2024/05/28 23:19:27.46817291,"[1, -1, 2, -10, 3, 0, -4, 4]"
2024/05/28 23:19:27.61930644,"[2, 1, 1, -9, 5, 1, 0, -26]"
2024/05/28 23:19:27.61943530,"[-4, 0, 0, -8, 4, -3, 0, -8]"
2024/05/28 23:19:27.67890942,"[-3, 5, -6, -5, 4, -3, 1, -1]"
2024/05/28 23:19:27.67904215,"[-6, 4, -3, 0, -1, -1, -4, 3]"
2024/05/28 23:19:27.82826813,"[-1, 1, -6, -15, -7, -5, -2, 10]"
2024/05/28 23:19:27.82841320,"[-2, -2, -1, -17, -4, 0, 3, 3]"
2024/05/28 23:19:27.90393470,"[1, -8, -1, -15, -1, 2, 4, -2]"
2024/05/28 23:19:27.90415086,"[3, -5, -5, -12, 2, 5, 3, 1]"
2024/05/28 23:19:27.105975762,"[-1, -5, 3, -4, 1, 5, 5, 4]"
2024/05/28 23:19:27.105988739,"[1, -2, -1, -13, 1, -1, -1, 0]"
2024/05/28 23:19:27.106811519,"[-2, -2, -5, -14, -1, -2, -3, -2]"
2024/05/28 23:19:27.106824188,"[-1, -1, -2, -26, -3, 3, 3, -3]"
2024/05/28 23:19:27.121941939,"[-1, -1, 3, -10, 1, 2, 1, 2]"
2024/05/28 23:19:27.121955041,"[-2, 0, 1, 1, 0, -2, 1, -2]"
2024/05/28 23:19:27.127814281,"[0, 0, -2, 8, -4, 0, 5, 0]"
2024/05/28 23:19:27.127827630,"[0, -1, -2, 17, -2, -4, 10, -4]"
2024/05/28 23:19:27.142931060,"[0, -4, 3, 8, -1, -3, 3, 1]"
2024/05/28 23:19:27.142952644,"[-5, -5, 0, 4, 4, -3, 1, 5]"
2024/05/28 23:19:27.150340341,"[-5, 1, 5, 0, -1, -6, -6, 1]"
2024/05/28 23:19:27.150361480,"[-2, 0, 6, 0, 0, -5, -8, -4]"
2024/05/28 23:19:27.166079901,"[1, 6, 0, 21, -1, -2, -5, 0]"
2024/05/28 23:19:27.166101546,"[4, 9, -2, 24, 0, 2, -1, -3]"
2024/05/28 23:19:27.166825877,"[4, 3, -6, 18, -1, 6, 3, -4]"
2024/05/28 23:19:27.166847214,"[3, 5, -5, 5, -5, 4, 3, -2]"
2024/05/28 23:19:27.181933620,"[1, -3, -3, 2, -1, 1, -1, 0]"
2024/05/28 23:19:27.181954493,"[-1, -5, 2, -1, 3, 5, 2, -1]"
2024/05/28 23:19:27.187973910,"[0, -3, 3, -5, 0, -1, -17, 1]"
2024/05/28 23:19:27.187995321,"[0, -2, 1, 1, 0, -3, -2, 0]"
2024/05/28 23:19:27.202919573,"[-1, -6, -10, -7, -1, -2, 2, -5]"
2024/05/28 23:19:27.202932539,"[1, -1, -3, 0, 0, -3, 13, 0]"
2024/05/28 23:19:27.210403213,"[-5, -5, -5, 1, 3, 0, 15, 1]"
2024/05/28 23:19:27.210415599,"[-3, -3, 1, 3, 3, 5, 2, 1]"
2024/05/28 23:19:27.233477014,"[4, -3, 3, -5, -2, -3, -4, 4]"
2024/05/28 23:19:27.233490156,"[6, -3, 0, -5, -2, 2, 0, 0]"
2024/05/28 23:19:27.234371605,"[2, 6, 3, -8, -7, 0, 4, 2]"
2024/05/28 23:19:27.234384363,"[-4, -1, -1, -7, -6, -3, -4, -4]"
2024/05/28 23:19:27.242018504,"[-3, 1, 11, -2, 2, 1, -2, -4]"
2024/05/28 23:19:27.242031434,"[1, -1, 5, -11, -3, -2, -7, -2]"
2024/05/28 23:19:27.247991460,"[-1, 2, 3, 1, 2, -44, 2, -1]"
2024/05/28 23:19:27.248004230,"[1, 5, -5, 11, 5, -9, 0, 2]"
2024/05/28 23:19:27.262968551,"[2, 3, -4, 5, -1, 7, -3, 3]"
2024/05/28 23:19:27.262981481,"[0, 1, -6, 6, 2, 17, 0, -1]"
2024/05/28 23:19:27.270489345,"[1, -2, -4, -2, 0, 24, -1, -3]"
2024/05/28 23:19:27.270502043,"[-3, -8, -6, -6, -2, 1, -1, -2]"
2024/05/28 23:19:27.286157765,"[0, 0, -4, 1, 1, 1, 0, 0]"
2024/05/28 23:19:27.286179234,"[2, 4, -4, -1, -6, -1, -2, 1]"
2024/05/28 23:19:27.287079121,"[-4, 4, -1, -1, -1, 10, 7, -3]"
2024/05/28 23:19:27.287091880,"[-2, -1, 2, 3, 2, 3, 2, -1]"
2024/05/28 23:19:27.302139385,"[-3, -5, -3, 4, -4, 0, -3, 1]"
2024/05/28 23:19:27.302152437,"[-8, -7, -4, -13, -5, -8, -6, 3]"
2024/05/28 23:19:27.308094739,"[-1, -3, 4, -16, 0, -2, -4, 5]"
2024/05/28 23:19:27.308107755,"[-4, -4, -6, -17, 2, 2, 2, 1]"
2024/05/28 23:19:27.323075388,"[3, 4, -3, -2, 2, -4, 3, -1]"
2024/05/28 23:19:27.323090137,"[3, 3, 0, 5, 4, -7, 4, 0]"
2024/05/28 23:19:27.330568318,"[2, 0, -1, 4, 2, -2, 0, 2]"
2024/05/28 23:19:27.330589047,"[1, 4, 5, 9, 0, 0, -3, -1]"
2024/05/28 23:19:27.346095222,"[5, -2, 4, 8, 2, -3, -2, 3]"
2024/05/28 23:19:27.346117175,"[1, -5, 2, 13, -1, -3, -7, 3]"
2024/05/28 23:19:27.346830590,"[1, -4, -1, 7, 0, 8, -1, 2]"
2024/05/28 23:19:27.346852310,"[-4, 0, 1, 4, 3, -1, -4, -1]"
2024/05/28 23:19:27.361931012,"[-1, 9, -2, -19, 2, -5, -3, -3]"
2024/05/28 23:19:27.361943842,"[-2, 6, 4, 0, -5, -4, -3, 0]"
2024/05/28 23:19:27.367938238,"[2, 0, -2, 24, -7, -1, -1, 1]"
2024/05/28 23:19:27.367950816,"[1, 1, -5, 18, -4, 0, -1, 0]"
2024/05/28 23:19:27.382882706,"[-1, -6, -12, 13, -1, 2, 0, -3]"
2024/05/28 23:19:27.382901144,"[-1, -5, -4, -2, -2, 2, 2, -3]"
2024/05/28 23:19:27.390308379,"[4, -2, 2, -3, -3, 4, 4, 5]"
2024/05/28 23:19:27.390323010,"[4, -2, 8, 1, -5, 1, 3, 4]"
2024/05/28 23:19:27.405764026,"[-5, 0, 5, -3, 0, 0, 1, 4]"
2024/05/28 23:19:27.405778524,"[-3, 5, 0, 3, 2, -1, -1, -1]"
2024/05/28 23:19:27.406614163,"[-4, 7, 2, -4, 2, -4, 1, -7]"
2024/05/28 23:19:27.406626131,"[-2, 7, -3, 4, -3, -4, 7, -1]"
2024/05/28 23:19:27.421560240,"[-9, -2, -1, -1, 1, 0, 4, -1]"
2024/05/28 23:19:27.421574287,"[-5, -4, 3, -6, 2, -2, 3, -1]"
2024/05/28 23:19:27.427587749,"[-8, -10, -1, -6, 2, -4, -4, -5]"
2024/05/28 23:19:27.427622154,"[2, -12, -3, -7, 4, -2, -2, 2]"
2024/05/28 23:19:27.442733581,"[-4, -7, -1, 3, -3, -1, -2, -3]"
2024/05/28 23:19:27.442751676,"[-3, 1, -7, 10, -6, -3, 1, 0]"
2024/05/28 23:19:27.450629822,"[0, 3, -2, -1, 2, 5, 0, 0]"
2024/05/28 23:19:27.450644715,"[1, 0, -1, -4, -2, 7, 1, 1]"
2024/05/28 23:19:27.465620687,"[-2, 5, -7, -4, -5, -1, -2, -3]"
2024/05/28 23:19:27.465636387,"[6, 0, 3, -3, -2, -3, 3, -4]"
2024/05/28 23:19:27.466462579,"[1, -1, 3, 3, 5, -6, 3, -5]"
2024/05/28 23:19:27.466474614,"[0, 0, 3, 3, 3, -5, -3, -6]"
2024/05/28 23:19:27.481471589,"[2, 2, 7, 12, 2, 4, -3, 1]"
2024/05/28 23:19:27.481485150,"[-2, 1, -8, 6, -1, 3, -14, 2]"
2024/05/28 23:19:27.487655504,"[-2, -4, -6, 1, -4, 1, -8, 6]"
2024/05/28 23:19:27.487668854,"[3, -3, -3, 2, 0, 1, -3, 5]"
2024/05/28 23:19:27.502805859,"[-1, -6, -1, -1, -4, -3, 5, 5]"
2024/05/28 23:19:27.502821559,"[-3, -2, -1, -2, -1, 2, 11, 1]"
2024/05/28 23:19:27.510440829,"[9, 2, 2, -1, 2, 2, -2, -2]"
2024/05/28 23:19:27.510466447,"[-4, 0, -6, -5, 0, 0, -2, -6]"
2024/05/28 23:19:27.525925993,"[5, 0, 1, -3, -4, -2, 1, 1]"
2024/05/28 23:19:27.525939359,"[6, -4, 3, 8, 3, 1, -6, 4]"
2024/05/28 23:19:27.526905723,"[-2, 2, -1, -5, -11, -4, -4, 3]"
2024/05/28 23:19:27.526918498,"[0, -1, 0, -8, -6, -1, -1, 0]"
2024/05/28 23:19:27.542319867,"[2, 2, -2, -6, 3, 1, -2, -4]"
2024/05/28 23:19:27.542333505,"[-5, -2, -1, -7, 4, -4, 0, -3]"
2024/05/28 23:19:27.547868757,"[1, -2, 1, 1, -2, -3, 3, 0]"
2024/05/28 23:19:27.547881759,"[1, -1, -1, 6, -1, -2, -1, 2]"
2024/05/28 23:19:27.562812902,"[2, -3, -5, -10, 1, -1, 0, -2]"
2024/05/28 23:19:27.562826091,"[11, 2, 0, -2, 4, 0, 3, 0]"
2024/05/28 23:19:27.570317850,"[2, 1, -2, -3, 11, 2, 4, 0]"
2024/05/28 23:19:27.570330560,"[-3, -1, 2, -4, 2, 5, 3, 1]"
2024/05/28 23:19:27.585982917,"[-6, 6, 4, 2, 1, -2, -3, 0]"
2024/05/28 23:19:27.585997070,"[-5, 1, 4, -9, 0, -5, -5, 0]"
2024/05/28 23:19:27.586815614,"[-4, -6, -3, -5, -2, 0, -2, -3]"
2024/05/28 23:19:27.586829048,"[-3, 0, 0, -3, 1, -4, -1, 2]"
2024/05/28 23:19:27.601838014,"[-2, -1, 0, 7, -1, -1, -4, -5]"
2024/05/28 23:19:27.601851691,"[-6, -3, 3, 7, -8, 3, -3, -7]"
2024/05/28 23:19:27.607867743,"[-3, -2, 2, 82, -1, -4, -3, -8]"
2024/05/28 23:19:27.607881494,"[1, 2, 0, 47, -1, 0, -18, -5]"
2024/05/28 23:19:27.622900114,"[1, 7, 3, 19, 1, -4, -2, 0]"
2024/05/28 23:19:27.622917428,"[-1, -3, -1, 7, -4, -8, 5, 2]"
2024/05/28 23:19:27.630290507,"[-9, -2, -1, -32, -3, 0, 5, 2]"
2024/05/28 23:19:27.630306423,"[0, 0, 1, -21, -2, -1, 8, -2]"
2024/05/28 23:19:27.645341274,"[1, -7, 2, -19, 0, 2, 5, -4]"
2024/05/28 23:19:27.645354851,"[5, 3, -1, -27, 3, 8, -1, 0]"
2024/05/28 23:19:27.652900289,"[1, -2, -7, -23, 6, -2, -2, 2]"
2024/05/28 23:19:27.652913463,"[0, -3, 0, -7, 6, -2, 5, 4]"
2024/05/28 23:19:27.661950409,"[-5, -7, -3, -3, 0, 1, 2, 3]"
2024/05/28 23:19:27.661963960,"[-8, -1, -3, 5, -3, 1, 5, -1]"
2024/05/28 23:19:27.667833041,"[-8, 5, -4, -8, -6, 2, 2, -3]"
2024/05/28 23:19:27.667845893,"[-4, 5, 0, 2, -4, 0, 0, -5]"
2024/05/28 23:19:27.682847944,"[1, 1, 6, -1, -4, -5, 2, 0]"
2024/05/28 23:19:27.682861277,"[0, 0, 4, 1, -1, 1, -3, -7]"
2024/05/28 23:19:27.690316033,"[2, 0, -3, -10, -8, 2, -4, 0]"
2024/05/28 23:19:27.690329035,"[4, 2, -2, -16, -4, 1, -6, 0]"
2024/05/28 23:19:27.705297804,"[3, -1, -6, -5, -1, -4, 1, -5]"
2024/05/28 23:19:27.705310870,"[-1, -2, -2, -9, 7, -4, 3, -1]"
2024/05/28 23:19:27.712837381,"[0, -6, -5, -8, 2, 3, 4, -1]"
2024/05/28 23:19:27.712850477,"[-3, -2, 1, -11, 0, 1, 5, 2]"
2024/05/28 23:19:27.721873337,"[-5, 1, -1, -1, -1, -1, 0, 4]"
2024/05/28 23:19:27.721887250,"[-1, 1, 2, 5, -2, -1, -4, 0]"
2024/05/28 23:19:27.727861773,"[3, 2, 1, -1, -2, 1, -7, -4]"
2024/05/28 23:19:27.727874715,"[-5, -3, -6, 9, -2, 1, -3, -2]"
2024/05/28 23:19:27.742782039,"[-10, -2, -1, 6, 0, 1, -2, 0]"
2024/05/28 23:19:27.742795464,"[1, -5, 1, 7, 0, -8, 3, 7]"
2024/05/28 23:19:27.750315157,"[2, -3, 1, 1, -3, -5, 1, 0]"
2024/05/28 23:19:27.750328824,"[3, -7, 3, 1, -3, -4, -4, -2]"
2024/05/28 23:19:27.765170319,"[7, -1, -6, 4, -4, 3, -4, -4]"
2024/05/28 23:19:27.765183432,"[9, 0, -6, 1, -1, 11, -5, -3]"
2024/05/28 23:19:27.773462105,"[5, 4, 4, -4, -1, 6, -3, -2]"
2024/05/28 23:19:27.773475436,"[1, 9, 5, -4, 2, -1, 2, 0]"
2024/05/28 23:19:27.780293458,"[-7, -1, -3, -3, 2, -2, -4, 3]"
2024/05/28 23:19:27.780307335,"[-3, -1, -4, -3, 4, 0, -5, 5]"
2024/05/28 23:19:27.787838502,"[3, 3, 7, 4, 2, -1, -2, 0]"
2024/05/28 23:19:27.787851737,"[-2, -1, 12, 1, -2, 0, 0, 0]"
2024/05/28 23:19:27.802838180,"[5, -6, 7, -7, 0, 0, 7, -2]"
2024/05/28 23:19:27.802851080,"[1, -8, -5, -2, 2, 4, 7, 8]"
2024/05/28 23:19:27.810312818,"[-3, -4, -4, -3, 4, 5, -1, 15]"
2024/05/28 23:19:27.810325871,"[-1, -1, -1, 6, -2, -1, 4, 10]"
2024/05/28 23:19:27.825304544,"[-3, 3, 1, -1, -4, -5, 2, -6]"
2024/05/28 23:19:27.825317654,"[-6, 6, -1, -4, -8, -5, 2, -1]"
2024/05/28 23:19:27.833487070,"[-2, 2, -5, -4, -4, -9, -2, -35]"
2024/05/28 23:19:27.833499942,"[2, -3, -11, 4, -1, -2, -2, -10]"
2024/05/28 23:19:27.848472511,"[3, -7, -8, 3, 2, 4, -6, 1]"
2024/05/28 23:19:27.848485788,"[6, -6, -1, 1, 0, -5, -1, 1]"
2024/05/28 23:19:27.849236030,"[-8, 2, -2, -1, -1, 2, 3, 9]"
2024/05/28 23:19:27.849249120,"[-5, 0, 1, -4, 1, -2, 3, -2]"
2024/05/28 23:19:27.862858244,"[-2, 2, 4, 2, 1, -1, 1, 1]"
2024/05/28 23:19:27.862872951,"[-3, 0, 5, -3, -1, 9, -11, 2]"
2024/05/28 23:19:27.870391112,"[-1, -3, 3, 12, -1, 5, -5, -3]"
2024/05/28 23:19:27.870406732,"[4, 0, -6, -3, -7, -3, -3, -3]"
2024/05/28 23:19:27.885361166,"[-1, 0, -6, 4, -2, -1, 6, -2]"
2024/05/28 23:19:27.885375003,"[-7, 3, 1, 2, 3, -7, 3, -5]"
2024/05/28 23:19:27.893588017,"[1, 1, 3, -4, 9, -3, 0, 3]"
2024/05/28 23:19:27.893601165,"[-1, 3, -7, -4, 6, 4, 0, 0]"
2024/05/28 23:19:27.908482290,"[4, 1, 3, -2, 1, 5, -2, 0]"
2024/05/28 23:19:27.908495510,"[6, 0, 3, -6, 0, 0, 1, -9]"
2024/05/28 23:19:27.909151888,"[-3, -6, 6, -2, -2, -1, -1, 3]"
2024/05/28 23:19:27.909164903,"[-5, 2, 3, -2, -4, 1, 2, 7]"
2024/05/28 23:19:27.922850071,"[-1, 1, -3, 5, -1, -8, -2, 5]"
2024/05/28 23:19:27.922863192,"[-3, 0, -6, 5, -2, -4, 7, 0]"
2024/05/28 23:19:27.930336896,"[-4, -2, 0, 2, 2, -5, 4, -3]"
2024/05/28 23:19:27.930349953,"[2, 2, 1, -1, 2, -4, 3, -9]"
2024/05/28 23:19:27.954154335,"[2, 5, 4, -1, -3, 6, -1, -3]"
2024/05/28 23:19:27.954167584,"[0, -3, 5, -2, -3, 5, -4, -1]"
2024/05/28 23:19:27.954953376,"[5, -7, -5, 1, 1, 1, -3, -3]"
2024/05/28 23:19:27.954966315,"[-2, -7, -9, -3, 5, -2, -7, -5]"
2024/05/28 23:19:27.968342659,"[-4, 1, -6, -7, 1, 2, -3, -2]"
2024/05/28 23:19:27.968359895,"[-6, 0, -1, 0, -1, -2, -3, 2]"
2024/05/28 23:19:27.969167672,"[-6, 2, 0, -5, -8, 0, 4, 8]"
2024/05/28 23:19:27.969180975,"[-2, -2, 5, -1, 3, -4, 4, 0]"
2024/05/28 23:19:27.982826562,"[4, 0, 9, 10, 5, -7, 2, 2]"
2024/05/28 23:19:27.982839973,"[3, 7, 7, 9, -2, -1, -1, -1]"
2024/05/28 23:19:27.990296061,"[1, -2, -1, 5, -3, 0, -8, -1]"
2024/05/28 23:19:27.990308901,"[4, -6, -3, 0, -1, 0, -2, -3]"
2024/05/28 23:19:28.5285360,"[0, -2, 2, -5, 0, 3, -1, 2]"
2024/05/28 23:19:28.5298527,"[2, -2, 2, -2, 2, 1, -1, -2]"
2024/05/28 23:19:28.13460627,"[1, -2, -5, 1, 2, -1, 0, 3]"
2024/05/28 23:19:28.13473586,"[3, -5, 0, -4, -3, 0, 5, 6]"
2024/05/28 23:19:28.28503714,"[0, -2, -1, 2, -2, -3, -4, 5]"
2024/05/28 23:19:28.28518353,"[-2, -2, 0, 3, -5, -2, -6, -1]"
2024/05/28 23:19:28.29256954,"[-1, 7, -1, 2, -5, 5, 0, 0]"
2024/05/28 23:19:28.29269904,"[-6, 1, -2, 2, 3, 2, -1, -4]"
2024/05/28 23:19:28.42845393,"[-3, -2, -7, 2, -1, 4, -2, -4]"
2024/05/28 23:19:28.42859015,"[-1, -6, -4, 0, 2, -4, 2, -5]"
2024/05/28 23:19:28.50470269,"[2, -4, 2, -5, 3, -4, 3, -4]"
2024/05/28 23:19:28.50483343,"[-5, 2, 0, 6, 1, -3, 3, -5]"
2024/05/28 23:19:28.65255399,"[0, 5, -6, -6, -6, 0, 4, -4]"
2024/05/28 23:19:28.65269202,"[4, 9, -11, -1, -1, 1, -1, 2]"
2024/05/28 23:19:28.73607820,"[12, 3, -4, -3, -4, -4, -9, 4]"
2024/05/28 23:19:28.73620697,"[5, -7, -2, -2, -4, -1, -5, -2]"
2024/05/28 23:19:28.88530111,"[-3, -7, 0, -2, -1, 1, -1, -5]"
2024/05/28 23:19:28.88543502,"[-5, -4, -1, -1, 1, -5, 5, 4]"
2024/05/28 23:19:28.89305377,"[-5, 2, 5, 6, 4, -1, 2, -1]"
2024/05/28 23:19:28.89318419,"[-8, 1, -7, 3, 5, 1, -3, 3]"
2024/05/28 23:19:28.102895077,"[-5, -3, -3, -2, 9, -5, -2, 2]"
2024/05/28 23:19:28.102908276,"[3, -4, 0, -8, 7, -1, -2, -2]"
2024/05/28 23:19:28.110348597,"[-1, 2, 11, -4, -1, -1, -1, -6]"
2024/05/28 23:19:28.110361586,"[3, 4, 10, -1, 0, 9, -2, -4]"
2024/05/28 23:19:28.125434229,"[-1, 4, -2, 2, -4, 2, -1, -2]"
2024/05/28 23:19:28.125459064,"[-4, -1, -1, 9, -5, -1, 1, 0]"
2024/05/28 23:19:28.133662620,"[-3, -2, 0, 6, -5, -3, 3, -2]"
2024/05/28 23:19:28.133686078,"[4, 2, 1, 1, -3, -6, -4, -4]"
2024/05/28 23:19:28.148556509,"[7, -5, 0, -11, 1, -3, 3, -2]"
2024/05/28 23:19:28.148580556,"[6, 0, 2, -8, 5, 2, 1, -7]"
2024/05/28 23:19:28.149421029,"[-3, -2, -9, 1, -3, -3, -2, -2]"
2024/05/28 23:19:28.149444548,"[-8, 3, -4, 1, -8, -2, -13, 5]"
2024/05/28 23:19:28.162833083,"[-3, 2, -7, 7, -4, -5, -17, 10]"
