time,data
2024/05/28 23:19:25.21709284,"[1, 5, -2, 3, -1, -3, -9, -1]"
2024/05/28 23:19:25.23288550,"[3, 5, 0, 2, -2, -1, -9, -2]"
2024/05/28 23:19:25.23302405,"[0, 0, 0, -3, -3, -2, -2, -2]"
2024/05/28 23:19:25.35422242,"[-4, -5, 0, 5, 1, -9, 2, -3]"
2024/05/28 23:19:25.35438629,"[-5, -5, 0, 1, 2, -2, 1, -2]"
2024/05/28 23:19:25.44347179,"[2, 1, -2, -10, 1, 0, 1, 1]"
2024/05/28 23:19:25.44361507,"[2, 3, -3, -35, -1, 1, 2, -2]"
2024/05/28 23:19:25.57857241,"[5, 4, 3, -8, -1, -1, 0, -1]"
2024/05/28 23:19:25.57871452,"[0, 3, 1, -11, 0, 0, -1, -5]"
2024/05/28 23:19:25.66767303,"[1, 1, 3, 14, 3, -3, -1, 0]"
2024/05/28 23:19:25.66781158,"[-3, -4, -6, 21, 1, -3, -1, 4]"
2024/05/28 23:19:25.82098353,"[-4, -9, -6, 8, 1, 1, 1, 1]"
2024/05/28 23:19:25.82112371,"[-1, 0, 3, 18, -4, 4, 3, -1]"
2024/05/28 23:19:25.83631004,"[-1, 2, 1, -5, -5, 4, -3, -4]"
2024/05/28 23:19:25.83644672,"[-2, -4, -2, 1, 3, 2, -6, -2]"
2024/05/28 23:19:25.95229551,"[3, 3, -5, 4, -1, -1, -4, 2]"
2024/05/28 23:19:25.95253893,"[0, -3, 1, 0, 3, -4, 0, 2]"
2024/05/28 23:19:25.104273062,"[-2, -9, 6, 1, -1, -2, 1, 1]"
2024/05/28 23:19:25.104287288,"[-1, -4, 7, 4, -2, -5, -4, 3]"
2024/05/28 23:19:25.117703019,"[3, 0, 1, -1, -2, 1, -2, 0]"
2024/05/28 23:19:25.117717220,"[-1, 3, -4, -1, -7, 6, -3, -2]"
2024/05/28 23:19:25.126694073,"[3, 3, -4, -1, -2, 1, 3, -4]"
2024/05/28 23:19:25.126707791,"[0, 3, -6, 3, 2, 0, 6, -5]"
2024/05/28 23:19:25.141468996,"[-3, -3, -3, 0, 3, -3, 1, -3]"
2024/05/28 23:19:25.141493137,"[-2, -2, -1, -3, 4, -8, 5, 0]"
2024/05/28 23:19:25.143106501,"[-1, 5, 2, -3, 4, 2, -1, -2]"
2024/05/28 23:19:25.143120580,"[-3, 1, -3, -4, -1, 8, -2, -8]"
2024/05/28 23:19:25.155376345,"[3, 5, -4, -6, 1, 5, -4, -1]"
2024/05/28 23:19:25.155391878,"[2, -3, 1, -3, 0, 1, -1, -4]"
2024/05/28 23:19:25.164362674,"[-2, -5, 2, 5, -3, -2, -1, -1]"
2024/05/28 23:19:25.164376484,"[-4, -3, 8, -4, -8, -5, -1, 1]"
2024/05/28 23:19:25.178466779,"[-1, -1, 2, -5, -2, -1, -3, 0]"
2024/05/28 23:19:25.178489489,"[0, -3, -4, -16, 0, -4, 0, 6]"
2024/05/28 23:19:25.185350106,"[1, 1, -7, -7, 1, 0, 3, 7]"
2024/05/28 23:19:25.185365937,"[3, -1, -4, 0, 1, 4, 4, 4]"
2024/05/28 23:19:25.209197344,"[0, -7, -6, 7, 1, 7, -7, 2]"
2024/05/28 23:19:25.209211505,"[-1, 0, 0, 7, 5, 0, 1, 0]"
2024/05/28 23:19:25.210820788,"[1, -2, 3, 8, 5, -6, -1, 0]"
2024/05/28 23:19:25.210835041,"[-2, 8, 4, 4, -5, -5, 2, 2]"
2024/05/28 23:19:25.215269448,"[-5, 2, 2, 5, -5, -3, 8, -3]"
2024/05/28 23:19:25.215284265,"[-2, 0, 0, -3, -4, -1, -4, -1]"
2024/05/28 23:19:25.224319497,"[-5, 0, -4, -1, 3, 1, 0, -1]"
2024/05/28 23:19:25.224333204,"[-3, -2, 0, 11, 7, 3, -4, -3]"
2024/05/28 23:19:25.238477016,"[-2, -5, -3, 11, -1, 0, -6, 2]"
2024/05/28 23:19:25.238491212,"[-2, -2, -1, 1, -1, 1, -4, -1]"
2024/05/28 23:19:25.245284814,"[0, -7, -2, -2, -4, -1, -2, 0]"
2024/05/28 23:19:25.245299610,"[-1, -1, -3, -3, 4, -2, -4, -1]"
2024/05/28 23:19:25.261800596,"[3, 4, -3, -3, -2, -3, 1, 0]"
2024/05/28 23:19:25.261828269,"[3, 2, -1, -1, -4, -3, 2, 0]"
2024/05/28 23:19:25.263346117,"[-3, -1, 0, -12, -2, 0, 0, -3]"
2024/05/28 23:19:25.263371322,"[5, 3, 3, -6, -3, 0, 2, -2]"
2024/05/28 23:19:25.275291416,"[1, -6, 8, -4, -2, 1, 6, -3]"
2024/05/28 23:19:25.275315866,"[-2, -8, -1, 1, -2, -3, 2, -2]"
2024/05/28 23:19:25.291783304,"[0, -3, 0, 3, -3, 2, 4, 0]"
2024/05/28 23:19:25.291797635,"[1, 3, -9, 2, 1, 4, 5, 2]"
2024/05/28 23:19:25.298431160,"[1, 2, -1, -2, 0, -1, 3, -1]"
2024/05/28 23:19:25.298444958,"[4, 0, 0, -2, 3, 1, -6, -1]"
2024/05/28 23:19:25.305315627,"[1, -1, 1, -6, -1, -3, -3, 0]"
2024/05/28 23:19:25.305329551,"[-4, -5, -4, -1, -2, -2, -3, -3]"
2024/05/28 23:19:25.321592493,"[-1, 0, -4, -3, -1, 2, -4, 0]"
2024/05/28 23:19:25.321606742,"[-4, 2, -6, 2, -3, 3, 2, 4]"
2024/05/28 23:19:25.323280491,"[-6, -7, -1, -3, -1, 0, 0, 0]"
2024/05/28 23:19:25.323294270,"[2, -4, 4, 6, -1, -2, -3, -2]"
2024/05/28 23:19:25.335355260,"[-2, 0, 3, 6, 2, 1, 1, 0]"
2024/05/28 23:19:25.335369578,"[-2, 0, -1, 4, 1, 0, 2, 2]"
2024/05/28 23:19:25.344371952,"[3, 4, -2, 1, -1, -4, 4, 3]"
2024/05/28 23:19:25.344385832,"[4, 5, -5, -4, -1, -3, -3, 2]"
2024/05/28 23:19:25.358544165,"[2, 0, -5, -4, -1, -3, -5, -1]"
2024/05/28 23:19:25.358557982,"[1, 4, 4, -3, 1, -3, -4, -5]"
2024/05/28 23:19:25.365320495,"[-3, -3, 3, 5, -1, 3, -1, -3]"
2024/05/28 23:19:25.365335017,"[-7, -10, 4, -2, 0, 0, -3, -8]"
2024/05/28 23:19:25.381688532,"[-3, -6, -3, -4, 2, 0, 0, -9]"
2024/05/28 23:19:25.381702694,"[-3, 0, -8, 0, 0, 3, -4, -13]"
2024/05/28 23:19:25.383310191,"[-1, 1, -2, 1, -3, 2, -1, -9]"
2024/05/28 23:19:25.383323874,"[1, 1, 3, 7, -6, -1, 4, -9]"
2024/05/28 23:19:25.395343750,"[0, 1, 1, 3, -3, 1, 0, -6]"
2024/05/28 23:19:25.395357469,"[1, 3, 4, -1, 0, -2, -2, -6]"
2024/05/28 23:19:25.404376943,"[-1, 0, 1, 1, 3, -4, -4, -8]"
2024/05/28 23:19:25.404390943,"[-2, -2, -2, -1, 1, 1, -2, -10]"
2024/05/28 23:19:25.418499217,"[3, -1, 3, 0, 3, -3, 0, -13]"
2024/05/28 23:19:25.418513665,"[6, -3, -3, -2, 0, 0, -1, -10]"
2024/05/28 23:19:25.425164051,"[-3, -5, -6, -4, -1, -2, -3, -7]"
2024/05/28 23:19:25.425177744,"[-4, -4, -1, -3, 3, -3, 0, 2]"
2024/05/28 23:19:25.441642121,"[-2, -1, -2, 0, -1, 2, -2, 9]"
2024/05/28 23:19:25.441656327,"[-2, 0, 0, 2, 2, 3, -2, 11]"
2024/05/28 23:19:25.443251238,"[1, 2, -1, 4, 1, 1, 1, 10]"
2024/05/28 23:19:25.443265334,"[1, 2, -5, -2, 0, -2, 5, 2]"
2024/05/28 23:19:25.455313903,"[0, 1, -8, -4, -1, 1, 0, -10]"
2024/05/28 23:19:25.455329260,"[1, -3, -1, -2, -8, -3, 0, -7]"
2024/05/28 23:19:25.464296029,"[1, -1, 2, 1, -7, -2, -3, -2]"
2024/05/28 23:19:25.464310297,"[-1, 5, 9, 8, -4, -1, 8, 13]"
2024/05/28 23:19:25.478617198,"[-2, 1, 3, 4, -1, -1, 3, 37]"
2024/05/28 23:19:25.478634521,"[-5, 2, -1, 0, -1, 4, 1, 52]"
2024/05/28 23:19:25.485198758,"[-1, 2, -4, -6, 4, 3, -5, 52]"
2024/05/28 23:19:25.485213057,"[-2, -5, -1, -5, 4, -2, -9, 40]"
2024/05/28 23:19:25.501695339,"[2, 2, 2, -1, 1, -3, -4, 23]"
2024/05/28 23:19:25.501711058,"[2, -6, -2, -4, -2, -1, -1, 8]"
2024/05/28 23:19:25.503297352,"[0, -3, -3, -4, 1, 1, -2, 0]"
2024/05/28 23:19:25.503311297,"[4, 2, -1, -7, -2, 3, 2, -7]"
2024/05/28 23:19:25.515274511,"[0, -4, 4, -2, -3, -3, -2, -11]"
2024/05/28 23:19:25.515288565,"[-2, -1, 1, -5, -2, -3, -2, -11]"
2024/05/28 23:19:25.524258737,"[-1, 4, 0, 1, -1, 3, 2, -14]"
2024/05/28 23:19:25.524270845,"[-5, -3, -3, 2, -2, 3, 2, -8]"
2024/05/28 23:19:25.538120747,"[-1, -2, -3, -2, -1, 1, 2, -7]"
2024/05/28 23:19:25.538133916,"[1, 0, 2, 8, 1, -5, 0, -12]"
2024/05/28 23:19:25.544926156,"[1, 4, -2, 0, -1, -5, -3, -16]"
2024/05/28 23:19:25.544938879,"[2, 1, -4, 0, 2, -1, -6, -10]"
2024/05/28 23:19:25.561343219,"[0, 0, -2, -4, 1, 2, 6, -10]"
2024/05/28 23:19:25.561357058,"[-2, -2, 2, 4, 0, 3, -1, -9]"
2024/05/28 23:19:25.563002044,"[-4, -2, 2, 3, -1, -1, 0, -4]"
2024/05/28 23:19:25.563016714,"[-2, 1, 2, -2, -5, -3, 12, -3]"
2024/05/28 23:19:25.574927413,"[-4, -2, -3, -2, 1, 1, 5, -3]"
2024/05/28 23:19:25.574941928,"[0, 1, -2, -2, 5, 0, -1, -7]"
2024/05/28 23:19:25.583986097,"[0, -3, 1, -1, 1, -3, -5, -6]"
2024/05/28 23:19:25.583998980,"[0, -3, 1, 5, 0, -3, -11, -4]"
2024/05/28 23:19:25.598274011,"[0, 0, 3, 5, -2, 0, -4, -4]"
2024/05/28 23:19:25.598290669,"[-1, -2, -5, 4, -2, 2, 0, -3]"
2024/05/28 23:19:25.604994762,"[3, 0, -3, 0, -1, 0, 0, -5]"
2024/05/28 23:19:25.605007221,"[0, 2, 0, -4, -2, -1, 1, -4]"
2024/05/28 23:19:25.621417588,"[-3, -1, 1, -1, -2, -4, -1, -3]"
2024/05/28 23:19:25.621431235,"[-7, -8, 1, -2, -2, -3, -2, 0]"
2024/05/28 23:19:25.623062238,"[-2, -5, 1, -1, -1, 0, 0, 1]"
2024/05/28 23:19:25.623074941,"[2, 1, -6, 2, -1, 0, -1, -1]"
2024/05/28 23:19:25.635202713,"[-1, 4, -4, -1, -1, 1, 0, 0]"
2024/05/28 23:19:25.635226076,"[-1, 4, 3, 2, -4, 1, 2, 0]"
2024/05/28 23:19:25.644151165,"[-3, 1, 2, 0, -1, -4, 0, -1]"
2024/05/28 23:19:25.644162119,"[-2, -1, 3, 2, 0, -1, -3, -1]"
2024/05/28 23:19:25.658354372,"[2, -2, 2, 1, 3, 2, -6, -1]"
2024/05/28 23:19:25.658371970,"[6, -2, -2, -4, -1, 1, -2, 1]"
2024/05/28 23:19:25.665195659,"[4, 1, -6, -2, 1, 2, 1, 1]"
2024/05/28 23:19:25.665213627,"[1, 4, -7, -2, -2, -2, -3, -1]"
2024/05/28 23:19:25.681794583,"[-5, -5, -3, -3, -1, -2, -2, 0]"
2024/05/28 23:19:25.681815556,"[-3, -4, 5, 2, -1, 1, 1, 1]"
2024/05/28 23:19:25.683301286,"[-4, -9, -6, -6, -2, 5, -2, 0]"
2024/05/28 23:19:25.683314618,"[-1, 0, -2, -6, 1, 3, 0, 0]"
2024/05/28 23:19:25.704098729,"[0, 4, -1, -18, 1, -5, -1, 0]"
2024/05/28 23:19:25.704120252,"[4, 9, -3, 1, 0, -9, 4, 1]"
2024/05/28 23:19:25.705862704,"[2, -2, 4, 8, 2, -4, 3, -3]"
2024/05/28 23:19:25.705876738,"[-2, -3, 1, 11, 2, 2, 3, -3]"
2024/05/28 23:19:25.718607054,"[-3, 1, 0, 7, 0, -1, 2, -1]"
2024/05/28 23:19:25.718628417,"[0, -3, -3, -3, -1, 0, 0, 3]"
2024/05/28 23:19:25.725360250,"[2, -1, 1, 3, -2, -3, 1, 2]"
2024/05/28 23:19:25.725382137,"[-2, -2, -4, -3, 0, -1, -1, -1]"
2024/05/28 23:19:25.741067486,"[-1, 2, 5, 2, -2, 3, -1, -2]"
2024/05/28 23:19:25.741089241,"[1, 5, 4, -1, -2, 2, -4, -4]"
2024/05/28 23:19:25.747787697,"[3, -2, -5, 2, 0, 1, -2, -1]"
2024/05/28 23:19:25.747808711,"[-1, -5, 1, 0, -1, 0, -1, 0]"
2024/05/28 23:19:25.755338851,"[0, -4, -2, 6, 3, -4, 2, 0]"
2024/05/28 23:19:25.755360066,"[-1, -1, 0, 7, -3, -1, 0, -4]"
2024/05/28 23:19:25.764359598,"[-1, 3, 0, 2, -4, 0, 3, 1]"
2024/05/28 23:19:25.764373404,"[0, 1, 0, 0, -3, 0, 1, -1]"
2024/05/28 23:19:25.778748427,"[-4, -3, -8, 6, 2, 3, 0, 0]"
2024/05/28 23:19:25.778770453,"[-7, -2, -2, -2, 4, 2, -1, 6]"
2024/05/28 23:19:25.785397331,"[-2, -1, -3, -5, 0, -3, -2, 8]"
2024/05/28 23:19:25.785418311,"[0, -4, 0, -3, 2, -2, -4, 7]"
2024/05/28 23:19:25.801081455,"[0, -2, 0, -5, 2, -2, -4, -3]"
2024/05/28 23:19:25.801102592,"[1, 0, 0, 1, 1, 2, 0, -7]"
2024/05/28 23:19:25.807869464,"[1, 2, 0, 0, 2, 2, 3, -7]"
2024/05/28 23:19:25.807890939,"[4, 4, 2, 0, -3, -2, 1, -2]"
2024/05/28 23:19:25.815322626,"[3, -1, 2, 1, -6, 0, -3, -3]"
2024/05/28 23:19:25.815343680,"[0, 0, -2, -6, 2, -1, -3, -4]"
2024/05/28 23:19:25.824361195,"[-4, 5, 1, -9, 2, -1, 7, -4]"
2024/05/28 23:19:25.824374884,"[-1, 1, -1, -2, 0, -3, -1, -5]"
2024/05/28 23:19:25.838746608,"[-2, 0, 1, -1, 2, -3, -3, -2]"
2024/05/28 23:19:25.838767994,"[1, -5, -2, 3, -1, -6, 1, 0]"
2024/05/28 23:19:25.845423984,"[1, -2, 4, 4, -2, -3, -5, 3]"
2024/05/28 23:19:25.845444903,"[2, -5, -2, -2, 1, -2, -2, 1]"
2024/05/28 23:19:25.861116290,"[0, -4, 2, -2, 1, 2, 2, 0]"
2024/05/28 23:19:25.861137450,"[0, 1, -1, -5, 2, 4, -2, 0]"
2024/05/28 23:19:25.867869023,"[0, 0, -1, 6, -2, 1, -3, -1]"
2024/05/28 23:19:25.867890153,"[-3, -1, -5, -1, -2, 1, -3, 1]"
2024/05/28 23:19:25.875471020,"[1, 7, -1, 1, -5, 1, -4, 1]"
2024/05/28 23:19:25.875493898,"[-1, 1, 3, 0, -2, 1, 0, 1]"
2024/05/28 23:19:25.884532218,"[-1, 0, -5, -6, -1, -5, -2, -2]"
2024/05/28 23:19:25.884546146,"[-3, 1, 0, -6, 2, -1, -3, -3]"
2024/05/28 23:19:25.898656454,"[0, -2, -3, -6, -1, -2, 0, 0]"
2024/05/28 23:19:25.898681960,"[0, -1, -1, -4, -1, 1, 0, 0]"
2024/05/28 23:19:25.905407889,"[-1, 0, -2, -3, 2, 2, 1, 2]"
2024/05/28 23:19:25.905431538,"[-3, -3, -2, -1, 0, -1, 1, 1]"
2024/05/28 23:19:25.921085344,"[-1, -1, 2, 1, 0, -3, -1, 1]"
2024/05/28 23:19:25.921109675,"[0, -1, 3, 0, -2, -2, -1, -2]"
2024/05/28 23:19:25.928081398,"[3, -2, 5, 2, 0, 3, 0, 0]"
2024/05/28 23:19:25.928105067,"[2, -4, -6, -3, 1, 5, -1, 0]"
2024/05/28 23:19:25.944385092,"[3, -4, -4, 17, 4, 2, -1, -1]"
2024/05/28 23:19:25.944408487,"[-2, 2, 0, 11, 5, -4, 1, 2]"
2024/05/28 23:19:25.945816550,"[-2, 3, 0, 7, 0, -3, 0, 0]"
2024/05/28 23:19:25.945830423,"[-2, 1, 1, 2, -1, -4, 4, -3]"
2024/05/28 23:19:25.958728845,"[-3, 1, 1, -4, -3, 1, 5, -2]"
2024/05/28 23:19:25.958752906,"[-1, -3, -5, -3, -8, -1, 1, 1]"
2024/05/28 23:19:25.965595506,"[-3, 0, 1, -2, -1, 1, -1, 0]"
2024/05/28 23:19:25.965618987,"[0, 1, 3, -4, -4, 0, -3, 1]"
2024/05/28 23:19:25.981152707,"[-1, 1, 6, 2, -4, -5, -1, -2]"
2024/05/28 23:19:25.981175875,"[2, -3, -1, -5, -6, 1, 1, 1]"
2024/05/28 23:19:25.987971688,"[-2, 1, 0, -2, -5, 1, 0, 2]"
2024/05/28 23:19:25.987995335,"[-1, -2, -3, 3, -5, -2, -2, 2]"
2024/05/28 23:19:26.4260593,"[-3, 1, 1, -3, 1, -3, 3, 2]"
2024/05/28 23:19:26.4283573,"[0, -4, 3, -2, 6, -2, 1, -1]"
2024/05/28 23:19:26.5995310,"[2, -5, -2, -3, 2, -4, -1, -1]"
2024/05/28 23:19:26.6008579,"[1, -8, -1, -3, 4, -2, -3, -1]"
2024/05/28 23:19:26.18782936,"[0, 1, 1, 1, 1, 0, -3, -1]"
2024/05/28 23:19:26.18806098,"[1, 0, -2, 5, 6, 3, -1, -2]"
2024/05/28 23:19:26.25319761,"[-1, 0, -2, -2, -1, 5, -2, 0]"
2024/05/28 23:19:26.25340813,"[-1, 6, 8, 4, 1, 7, -2, -1]"
2024/05/28 23:19:26.41112171,"[-1, -3, 0, -5, -2, 1, -2, -1]"
2024/05/28 23:19:26.41134847,"[-1, 6, -1, -4, 2, -2, 1, 1]"
2024/05/28 23:19:26.48025719,"[-3, 1, -4, 4, 2, -6, -2, 1]"
2024/05/28 23:19:26.48048427,"[-2, -1, -2, 0, 0, -5, 0, 0]"
2024/05/28 23:19:26.64405681,"[2, -5, -4, -6, -2, 3, -2, 0]"
2024/05/28 23:19:26.64427808,"[2, -5, -1, -3, -3, -2, -7, -1]"
2024/05/28 23:19:26.65799475,"[1, -2, 0, -10, -5, 0, 0, -2]"
2024/05/28 23:19:26.65812102,"[-2, -1, -4, -21, -1, -1, 1, 0]"
2024/05/28 23:19:26.78716357,"[-1, -2, -7, 3, 1, -3, 4, 3]"
2024/05/28 23:19:26.78738911,"[-3, 0, -9, 4, 1, -2, 2, 0]"
2024/05/28 23:19:26.93028571,"[-1, 2, 2, 17, 1, 1, -1, -4]"
2024/05/28 23:19:26.93051151,"[-4, -5, 2, 19, 1, 3, 5, -3]"
2024/05/28 23:19:26.101097965,"[2, 5, 9, 4, -3, 0, 3, -1]"
2024/05/28 23:19:26.101120417,"[1, 1, 6, 3, 1, 2, -2, 0]"
2024/05/28 23:19:26.115595511,"[-1, 3, 2, -8, -1, 1, 0, -3]"
2024/05/28 23:19:26.115616812,"[0, 5, -4, -12, 0, -2, 0, -1]"
2024/05/28 23:19:26.124448652,"[4, 1, -3, 0, -1, 1, -1, 0]"
2024/05/28 23:19:26.124470721,"[-2, -2, 3, 4, -4, -4, 4, -1]"
2024/05/28 23:19:26.125766679,"[-3, -6, -1, 2, -5, -8, -3, -1]"
2024/05/28 23:19:26.125779711,"[-2, -4, 4, -3, -9, 2, -2, 0]"
2024/05/28 23:19:26.138740589,"[-4, 1, 1, -5, 17, -5, 1, 0]"
2024/05/28 23:19:26.138764108,"[-1, 1, 0, -3, -1, 7, 4, 1]"
2024/05/28 23:19:26.145223841,"[2, -1, -6, -3, 6, 10, 2, 1]"
2024/05/28 23:19:26.145242175,"[6, -5, 2, 4, -5, 6, 4, 5]"
2024/05/28 23:19:26.161077542,"[8, 9, -2, -6, -3, -37, -8, 4]"
2024/05/28 23:19:26.161094399,"[-6, -4, -9, 2, -12, 17, -7, -9]"
2024/05/28 23:19:26.167957941,"[0, 0, 0, 7, 5, 3, -1, 2]"
2024/05/28 23:19:26.167974543,"[2, 2, -4, -12, -18, -15, -4, -1]"
2024/05/28 23:19:26.184286298,"[-4, -1, -1, -2, 4, 8, 1, -1]"
2024/05/28 23:19:26.184303157,"[-2, -4, 3, 6, 5, -21, 0, 0]"
2024/05/28 23:19:26.185780253,"[4, 20, 10, 27, 6, 16, 1, 0]"
2024/05/28 23:19:26.185793290,"[4, 0, 0, 42, 23, -9, -2, 2]"
2024/05/28 23:19:26.198787773,"[-11, -16, -21, -55, -17, 25, -2, -4]"
2024/05/28 23:19:26.198804582,"[1, 6, 1, -15, -1, -2, 3, 3]"
2024/05/28 23:19:26.205275832,"[2, 9, -3, -10, -9, -16, 2, -19]"
2024/05/28 23:19:26.205292278,"[-12, -16, -8, 4, 6, 3, 4, -2]"
2024/05/28 23:19:26.221182062,"[-2, -5, 1, 30, 0, -2, -2, -1]"
2024/05/28 23:19:26.221219035,"[-8, -13, -8, -24, -5, 2, -4, 9]"
2024/05/28 23:19:26.228041695,"[3, -23, 12, 7, -3, 1, -3, 10]"
2024/05/28 23:19:26.228058674,"[9, 34, 0, -29, -4, -5, -3, 0]"
2024/05/28 23:19:26.244288460,"[1, -2, 3, 23, 4, 4, 3, 3]"
2024/05/28 23:19:26.244305390,"[-6, -2, -9, -8, 2, 5, -1, -5]"
2024/05/28 23:19:26.245916554,"[-4, 1, -1, -15, -9, -10, 3, -14]"
2024/05/28 23:19:26.245930008,"[2, 4, 9, 24, -6, 0, -4, -12]"
2024/05/28 23:19:26.257807581,"[2, -2, 2, -26, -1, 2, 4, 2]"
2024/05/28 23:19:26.257824817,"[12, 26, 0, -6, 15, 4, 5, 7]"
2024/05/28 23:19:26.266971024,"[-2, -6, 2, -41, -7, -3, 3, 15]"
2024/05/28 23:19:26.266984479,"[-2, -10, -7, -14, 10, 1, -2, 10]"
2024/05/28 23:19:26.281081440,"[-3, -19, -3, -5, -6, 7, -7, 0]"
2024/05/28 23:19:26.281098173,"[8, 12, 16, 38, -4, -7, -11, 1]"
2024/05/28 23:19:26.287945732,"[0, 0, -19, 45, 21, 14, -3, 4]"
2024/05/28 23:19:26.287962668,"[0, 12, 4, 80, -6, 5, 2, 0]"
2024/05/28 23:19:26.304385704,"[-14, -30, -6, 50, -1, -6, -7, -2]"
2024/05/28 23:19:26.304402687,"[6, 17, -1, 31, 8, 0, -2, -5]"
2024/05/28 23:19:26.305954525,"[-10, 10, 19, 13, 9, 2, 7, -2]"
2024/05/28 23:19:26.305967948,"[-6, -19, -22, -118, -12, -6, -10, -7]"
2024/05/28 23:19:26.318125434,"[4, 19, 5, -34, 1, -3, 1, -2]"
2024/05/28 23:19:26.318142556,"[-3, -26, -5, 12, 4, 1, 6, 10]"
2024/05/28 23:19:26.326962299,"[1, -6, -6, -6, -8, -1, -7, 1]"
2024/05/28 23:19:26.326975277,"[-4, -22, 11, 58, 6, 0, 11, 8]"
2024/05/28 23:19:26.341248527,"[-7, -20, 1, -46, -9, -10, 1, -8]"
2024/05/28 23:19:26.341265967,"[4, 16, 2, 1, 10, 1, 1, -11]"
2024/05/28 23:19:26.347981274,"[4, 11, -14, -7, -14, -4, -2, 0]"
2024/05/28 23:19:26.347997592,"[-2, -3, 11, 26, 12, 8, 4, -6]"
2024/05/28 23:19:26.364394258,"[-2, 7, -14, 45, -18, 0, 10, 4]"
2024/05/28 23:19:26.364423290,"[1, -16, 5, -9, -8, -5, 2, 10]"
2024/05/28 23:19:26.365910541,"[8, 26, 18, 30, 9, -5, -1, 7]"
2024/05/28 23:19:26.365923627,"[-21, -45, -42, -46, -17, 7, 12, -1]"
2024/05/28 23:19:26.378025957,"[43, 82, 42, -42, 3, 2, 10, -4]"
2024/05/28 23:19:26.378044088,"[-37, -60, -31, -17, 6, -4, 14, -27]"
2024/05/28 23:19:26.387019661,"[26, 17, 34, 53, 18, -1, 33, -12]"
2024/05/28 23:19:26.387033104,"[-13, 44, 0, -9, -27, -4, 18, -18]"
2024/05/28 23:19:26.401087744,"[-21, -65, -40, -2, 1, -17, -2, 1]"
2024/05/28 23:19:26.401106774,"[-16, 10, -8, -4, -20, -8, -42, 1]"
2024/05/28 23:19:26.407837461,"[25, 11, 2, -45, -2, 0, -94, 5]"
2024/05/28 23:19:26.407856031,"[-32, -25, 18, -30, -24, -8, -93, -2]"
2024/05/28 23:19:26.424239368,"[9, 30, -3, 10, 9, -2, -36, 10]"
2024/05/28 23:19:26.424257767,"[10, 22, -17, -83, -37, 4, -50, 10]"
2024/05/28 23:19:26.425748983,"[-12, -35, 8, 38, 21, 15, -77, 20]"
2024/05/28 23:19:26.425762952,"[27, 67, 16, 50, 23, 1, -120, -1]"
2024/05/28 23:19:26.437739772,"[-20, -38, -10, 55, -11, 1, -30, 13]"
2024/05/28 23:19:26.437753374,"[-6, -46, -24, 36, 24, -5, 10, 5]"
2024/05/28 23:19:26.446961213,"[-28, 28, 20, -57, -13, -10, 92, -18]"
2024/05/28 23:19:26.446974690,"[-7, -58, -42, 9, 10, 1, 48, -6]"
2024/05/28 23:19:26.461123485,"[-11, 43, 20, 1, 10, 0, 78, -19]"
2024/05/28 23:19:26.461147077,"[55, 101, 39, -77, -22, 1, 106, 19]"
2024/05/28 23:19:26.468113577,"[-30, -41, -27, 59, 44, 12, 89, -6]"
2024/05/28 23:19:26.468138903,"[0, -67, 9, -61, -20, -13, 76, -5]"
2024/05/28 23:19:26.484453923,"[-7, -18, -48, -15, 6, -3, 104, -25]"
2024/05/28 23:19:26.484479291,"[6, -5, 14, 97, 9, 3, 93, 12]"
2024/05/28 23:19:26.485965557,"[-8, -9, -1, -3, -5, -4, 59, 7]"
2024/05/28 23:19:26.485979059,"[-2, -7, 31, 21, 5, 8, -24, -5]"
2024/05/28 23:19:26.497853895,"[15, -31, -47, -21, -10, 10, -24, 25]"
2024/05/28 23:19:26.497890483,"[12, 0, 40, 52, 17, 7, -53, -4]"
2024/05/28 23:19:26.506848710,"[-14, -25, 7, 62, -15, -6, -46, 0]"
2024/05/28 23:19:26.506864055,"[34, 110, 40, 17, 32, 12, 9, 5]"
2024/05/28 23:19:26.521045921,"[7, -34, 50, 118, 4, 5, -86, -23]"
2024/05/28 23:19:26.521069182,"[-13, 23, -46, -77, -28, -65, 9, -19]"
2024/05/28 23:19:26.527900275,"[-4, -7, -28, -98, -26, -28, 27, -7]"
2024/05/28 23:19:26.527913896,"[16, 28, 32, 48, 20, 0, -19, 8]"
2024/05/28 23:19:26.544224539,"[-11, 9, -17, -53, 0, 14, -19, 18]"
2024/05/28 23:19:26.544238377,"[-10, -83, 15, 29, 2, 28, -52, 12]"
2024/05/28 23:19:26.545848007,"[-14, -2, -16, -47, -8, 14, 4, -5]"
2024/05/28 23:19:26.545861582,"[25, 29, -7, 26, 6, 8, 0, 0]"
2024/05/28 23:19:26.558409374,"[24, 26, 4, -63, -13, 9, -12, -12]"
2024/05/28 23:19:26.558432177,"[-15, -40, -4, -2, 0, 9, -16, -21]"
2024/05/28 23:19:26.567000938,"[2, 5, -11, 21, 0, 1, -28, -14]"
2024/05/28 23:19:26.567013840,"[-11, -18, -19, -13, 0, -2, -4, 1]"
2024/05/28 23:19:26.581062121,"[-9, 11, 21, 21, 6, -11, 1, 4]"
2024/05/28 23:19:26.581075326,"[-7, 2, 2, -10, 10, 7, 8, 0]"
2024/05/28 23:19:26.587926032,"[5, 0, -2, -12, -12, -3, -10, 4]"
