0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107
0.7695826641728624,0.43881105430985945,-0.12708368550189558,0.4461357624079514,31.5625,110.875,-94.0625,0.82275390625,1.0673828125,0.7431640625,0.7620008077398863,0.4403905661521371,-0.1519851018321305,0.44979044795219664,4.5625,89.125,-47.4375,0.91748046875,0.96337890625,0.8330078125,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,-0.14684225572696016,-0.6323493813744947,-0.2563331147353419,-0.7161458972153577,-28.375,33.5,-37.25,0.99462890625,0.791015625,0.3388671875,-0.13921245134100077,-0.6413781898915288,-0.2548057800739493,-0.710160492680353,-21.0625,18.75,-30.5625,0.978515625,0.7890625,0.13037109375,2.0,2.0,2.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,4.0,2.0,1.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
0.7790174308125928,0.43550022477848854,-0.09625562080948513,0.44068838442896807,31.3125,138.0,-119.0625,0.61474609375,1.125,0.64013671875,0.7695826641728624,0.43881105430985945,-0.12708368550189558,0.4461357624079514,31.5625,110.875,-94.0625,0.82275390625,1.0673828125,0.7431640625,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.1562383263067837,-0.6192774597792712,-0.2557792287311447,-0.7257148195757676,-49.125,55.125,-45.5625,1.02490234375,0.74609375,0.45068359375,-0.14684225572696016,-0.6323493813744947,-0.2563331147353419,-0.7161458972153577,-28.375,33.5,-37.25,0.99462890625,0.791015625,0.3388671875,2.0,1.0,3.0,4.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,1.0,1.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
0.7882030048383787,0.43234274632310354,-0.06195508788902303,0.43356353623224686,39.6875,147.25,-132.5625,0.33935546875,1.2177734375,0.63623046875,0.7790174308125928,0.43550022477848854,-0.09625562080948513,0.44068838442896807,31.3125,138.0,-119.0625,0.61474609375,1.125,0.64013671875,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.1683217915732572,-0.6009661644749325,-0.2552900848988161,-0.7384676135012371,-68.0,85.1875,-59.125,1.01123046875,0.814453125,0.5029296875,-0.1562383263067837,-0.6192774597792712,-0.2557792287311447,-0.7257148195757676,-49.125,55.125,-45.5625,1.02490234375,0.74609375,0.45068359375,2.0,1.0,4.0,6.0,4.0,1.0,1.0,1.0,2.0,1.0,3.0,4.0,3.0,1.0,1.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
0.7985605420463385,0.4283648921563253,-0.02752815137681714,0.4219558990419887,32.875,139.125,-157.6875,0.3173828125,1.13427734375,0.658203125,0.7882030048383787,0.43234274632310354,-0.06195508788902303,0.43356353623224686,39.6875,147.25,-132.5625,0.33935546875,1.2177734375,0.63623046875,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.1796742884055086,-0.5809509345557188,-0.2593193109493906,-0.750311039965123,-56.5625,109.4375,-76.4375,0.9814453125,1.00244140625,0.5,-0.1683217915732572,-0.6009661644749325,-0.2552900848988161,-0.7384676135012371,-68.0,85.1875,-59.125,1.01123046875,0.814453125,0.5029296875,1.0,1.0,4.0,6.0,4.0,1.0,1.0,1.0,2.0,1.0,4.0,6.0,4.0,1.0,1.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
0.8077036936565284,0.42457393584786607,0.007934820537697325,0.40900948017776745,42.75,141.4375,-167.3125,0.39208984375,0.86474609375,0.69287109375,0.7985605420463385,0.4283648921563253,-0.02752815137681714,0.4219558990419887,32.875,139.125,-157.6875,0.3173828125,1.13427734375,0.658203125,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.19414558015251315,-0.5577184254742739,-0.2659202429187362,-0.761934430249599,-60.1875,121.8125,-104.875,0.935546875,0.93603515625,0.453125,-0.1796742884055086,-0.5809509345557188,-0.2593193109493906,-0.750311039965123,-56.5625,109.4375,-76.4375,0.9814453125,1.00244140625,0.5,1.0,1.0,5.0,7.0,4.0,1.0,2.0,1.0,1.0,1.0,4.0,6.0,4.0,1.0,1.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
0.8101492998138684,0.428177302659104,0.05029481074712782,0.3972313450756163,110.5,159.5,-164.0625,0.35009765625,0.8408203125,0.71533203125,0.8077036936565284,0.42457393584786607,0.007934820537697325,0.40900948017776745,42.75,141.4375,-167.3125,0.39208984375,0.86474609375,0.69287109375,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.21086896417105597,-0.5315973018610413,-0.27171885050348515,-0.7740203194261452,-72.625,131.0625,-119.9375,0.97216796875,0.7109375,0.5859375,-0.19414558015251315,-0.5577184254742739,-0.2659202429187362,-0.761934430249599,-60.1875,121.8125,-104.875,0.935546875,0.93603515625,0.453125,2.0,2.0,7.0,10.0,6.0,1.0,2.0,1.0,1.0,1.0,5.0,7.0,4.0,1.0,2.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
0.8053547174839711,0.4388127227521805,0.1010813560825721,0.3855252687303897,181.375,179.6875,-159.75,-0.23046875,0.83349609375,0.689453125,0.8101492998138684,0.428177302659104,0.05029481074712782,0.3972313450756163,110.5,159.5,-164.0625,0.35009765625,0.8408203125,0.71533203125,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.2275182670099814,-0.5008697471434864,-0.2721919181503533,-0.7894786217921458,-104.9375,155.5,-110.25,0.9580078125,0.46533203125,0.72119140625,-0.21086896417105597,-0.5315973018610413,-0.27171885050348515,-0.7740203194261452,-72.625,131.0625,-119.9375,0.97216796875,0.7109375,0.5859375,2.0,2.0,9.0,12.0,9.0,2.0,2.0,1.0,2.0,2.0,7.0,10.0,6.0,1.0,2.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
0.7999148644554286,0.44918530999828304,0.15381804337487068,0.36702694238614975,189.75,169.9375,-189.875,-0.654296875,0.8232421875,0.59228515625,0.8053547174839711,0.4388127227521805,0.1010813560825721,0.3855252687303897,181.375,179.6875,-159.75,-0.23046875,0.83349609375,0.689453125,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,-0.24241849575952237,-0.4637199725027319,-0.268051871444064,-0.8089160983878926,-133.875,192.5625,-93.625,0.81591796875,0.380859375,0.8095703125,-0.2275182670099814,-0.5008697471434864,-0.2721919181503533,-0.7894786217921458,-104.9375,155.5,-110.25,0.9580078125,0.46533203125,0.72119140625,2.0,2.0,11.0,15.0,11.0,2.0,2.0,1.0,2.0,2.0,9.0,12.0,9.0,2.0,2.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
0.7970259918739335,0.4546673773524989,0.20490245479558852,0.3406495681305271,163.6875,151.4375,-232.0,-0.693359375,0.8857421875,0.52490234375,0.7999148644554286,0.44918530999828304,0.15381804337487068,0.36702694238614975,189.75,169.9375,-189.875,-0.654296875,0.8232421875,0.59228515625,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,-0.25499704736906886,-0.4202751718964596,-0.2610393421726921,-0.8307850188577706,-154.8125,228.5,-79.9375,0.68798828125,0.40771484375,0.82177734375,-0.24241849575952237,-0.4637199725027319,-0.268051871444064,-0.8089160983878926,-133.875,192.5625,-93.625,0.81591796875,0.380859375,0.8095703125,2.0,2.0,14.0,20.0,15.0,2.0,2.0,1.0,2.0,2.0,11.0,15.0,11.0,2.0,2.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
0.7925144790352739,0.4581495440263991,0.25330676894611726,0.31281860020454244,156.625,142.875,-232.625,-0.642578125,0.7626953125,0.48876953125,0.7970259918739335,0.4546673773524989,0.20490245479558852,0.3406495681305271,163.6875,151.4375,-232.0,-0.693359375,0.8857421875,0.52490234375,1.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,-0.26732276879427164,-0.37400774592951974,-0.24815853377112063,-0.8526863933389883,-186.875,234.25,-67.75,0.5439453125,0.37744140625,0.8193359375,-0.25499704736906886,-0.4202751718964596,-0.2610393421726921,-0.8307850188577706,-154.8125,228.5,-79.9375,0.68798828125,0.40771484375,0.82177734375,2.0,2.0,16.0,22.0,18.0,2.0,2.0,1.0,2.0,2.0,14.0,20.0,15.0,2.0,2.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
